Date,Time,Transaction,Item
10/31/2016,11:11:01 AM,116,Coffee
10/31/2016,11:13:08 AM,117,Cookies
10/31/2016,11:13:08 AM,117,Cake
10/31/2016,11:13:08 AM,117,Coffee
10/31/2016,11:13:08 AM,117,My-5 Fruit Shoot
10/31/2016,11:18:29 AM,118,Cookies
10/31/2016,11:18:29 AM,118,Cookies
10/31/2016,11:18:29 AM,118,Tea
10/31/2016,11:18:29 AM,118,Pastry
10/31/2016,11:25:56 AM,119,Coffee
10/31/2016,11:25:56 AM,119,Coffee
10/31/2016,11:25:56 AM,119,Muffin
10/31/2016,11:29:01 AM,120,Farm House
10/31/2016,11:30:59 AM,121,Coffee
10/31/2016,11:30:59 AM,121,Bread
10/31/2016,11:37:30 AM,122,Cookies
10/31/2016,11:42:05 AM,123,Jam
10/31/2016,11:42:05 AM,123,NONE
10/31/2016,11:42:05 AM,123,Coffee
10/31/2016,11:42:05 AM,123,Coffee
10/31/2016,11:42:05 AM,123,Juice
10/31/2016,11:43:10 AM,124,Coffee
10/31/2016,11:43:10 AM,124,Soup
10/31/2016,11:47:18 AM,125,Tea
10/31/2016,11:52:43 AM,126,Coffee
10/31/2016,11:52:43 AM,126,Jam
10/31/2016,11:53:11 AM,127,Farm House
10/31/2016,11:55:00 AM,128,NONE
10/31/2016,11:55:00 AM,128,Tartine
10/31/2016,11:55:00 AM,128,Coffee
10/31/2016,11:55:00 AM,128,Tea
10/31/2016,11:59:23 AM,129,Coffee
10/31/2016,11:59:23 AM,129,Coffee
10/31/2016,11:59:23 AM,129,Cake
10/31/2016,12:03:12 PM,130,Coffee
10/31/2016,12:03:12 PM,130,Coffee
10/31/2016,12:03:12 PM,130,Muffin
10/31/2016,12:08:28 PM,131,Bread
10/31/2016,12:08:28 PM,131,Coffee
10/31/2016,12:14:20 PM,132,Tea
10/31/2016,12:14:20 PM,132,Juice
10/31/2016,12:14:20 PM,132,Pick and Mix Bowls
10/31/2016,12:14:20 PM,132,Cookies
10/31/2016,12:16:32 PM,133,Hearty & Seasonal
10/31/2016,12:16:32 PM,133,Soup
10/31/2016,12:19:37 PM,134,Hearty & Seasonal
10/31/2016,12:19:37 PM,134,Tea
10/31/2016,12:19:37 PM,134,Farm House
10/31/2016,12:20:21 PM,135,Bread
10/31/2016,12:27:41 PM,136,Tea
10/31/2016,12:27:41 PM,136,Soup
10/31/2016,12:37:07 PM,137,Farm House
10/31/2016,12:43:35 PM,138,Soup
10/31/2016,12:43:35 PM,138,Hearty & Seasonal
10/31/2016,12:43:35 PM,138,Coffee
10/31/2016,12:50:57 PM,139,Bread
10/31/2016,12:50:57 PM,139,Muffin
10/31/2016,12:50:57 PM,139,Hearty & Seasonal
10/31/2016,12:53:33 PM,140,Coffee
10/31/2016,12:53:33 PM,140,Coffee
10/31/2016,12:53:33 PM,140,Cookies
10/31/2016,12:54:28 PM,141,Bread
10/31/2016,12:56:47 PM,142,Tea
10/31/2016,12:56:47 PM,142,Muffin
10/31/2016,12:59:08 PM,143,Tea
10/31/2016,1:02:11 PM,144,Soup
10/31/2016,1:02:11 PM,144,Hearty & Seasonal
10/31/2016,1:05:49 PM,145,Coffee
10/31/2016,1:05:49 PM,145,Tea
10/31/2016,1:05:49 PM,145,Focaccia
10/31/2016,1:08:30 PM,146,Sandwich
10/31/2016,1:09:31 PM,147,Tartine
10/31/2016,1:09:31 PM,147,Coffee
10/31/2016,1:21:17 PM,148,Fudge
10/31/2016,1:21:17 PM,148,Coffee
10/31/2016,1:21:17 PM,148,Coffee
10/31/2016,1:26:03 PM,149,Coffee
10/31/2016,1:31:33 PM,150,Bread
10/31/2016,1:50:17 PM,151,Coke
10/31/2016,1:50:17 PM,151,Soup
10/31/2016,1:51:18 PM,152,Muffin
10/31/2016,1:55:22 PM,153,Tea
10/31/2016,1:55:22 PM,153,Coffee
10/31/2016,1:55:22 PM,153,Cookies
10/31/2016,1:55:22 PM,153,Muffin
10/31/2016,2:00:21 PM,154,Mighty Protein
10/31/2016,2:00:21 PM,154,Hearty & Seasonal
10/31/2016,2:00:21 PM,154,Coffee
10/31/2016,2:00:21 PM,154,Coke
10/31/2016,2:01:30 PM,155,Tea
10/31/2016,2:01:30 PM,155,Muffin
10/31/2016,2:01:30 PM,155,Sandwich
10/31/2016,2:04:16 PM,156,Coffee
10/31/2016,2:04:16 PM,156,Muffin
10/31/2016,2:05:07 PM,157,Coffee
10/31/2016,2:05:07 PM,157,Bread
10/31/2016,2:20:29 PM,158,Coffee
10/31/2016,2:20:29 PM,158,Muffin
10/31/2016,2:22:31 PM,159,Bread
10/31/2016,2:22:31 PM,159,Hot chocolate
10/31/2016,2:22:31 PM,159,Cookies
10/31/2016,2:35:27 PM,160,Mineral water
10/31/2016,2:35:27 PM,160,Muffin
10/31/2016,2:42:34 PM,161,Tea
10/31/2016,2:44:48 PM,162,Muffin
10/31/2016,2:47:16 PM,163,Coffee
10/31/2016,2:47:16 PM,163,Juice
10/31/2016,2:47:36 PM,164,Coffee
10/31/2016,2:47:36 PM,164,Muffin
10/31/2016,2:48:49 PM,165,Tea
10/31/2016,2:49:28 PM,166,Coffee
10/31/2016,2:49:28 PM,166,Muffin
10/31/2016,2:50:42 PM,167,Sandwich
10/31/2016,2:50:42 PM,167,Hearty & Seasonal
10/31/2016,2:50:42 PM,167,Bread
10/31/2016,2:50:42 PM,167,Mineral water
10/31/2016,2:56:25 PM,168,Tea
10/31/2016,2:56:25 PM,168,Coffee
10/31/2016,3:05:17 PM,169,Mineral water
10/31/2016,3:16:49 PM,170,Coffee
10/31/2016,3:20:16 PM,171,Soup
10/31/2016,3:20:16 PM,171,Tea
10/31/2016,5:06:47 PM,172,Bread
10/31/2016,5:06:47 PM,172,Coffee
10/31/2016,5:08:09 PM,173,Bread
10/31/2016,5:08:09 PM,173,Muffin
10/31/2016,5:40:21 PM,174,Coffee
10/31/2016,5:49:42 PM,175,Bread
10/31/2016,6:22:24 PM,176,Cookies
10/31/2016,6:22:24 PM,176,Coffee
11/1/2016,7:51:20 AM,178,Coffee
11/1/2016,7:51:20 AM,178,Pastry
11/1/2016,8:20:50 AM,179,Coffee
11/1/2016,8:20:50 AM,179,Pastry
11/1/2016,8:22:28 AM,180,Jam
11/1/2016,8:22:28 AM,180,Tea
11/1/2016,8:45:20 AM,181,Tea
11/1/2016,8:45:20 AM,181,Tea
11/1/2016,9:07:47 AM,182,Pastry
11/1/2016,9:07:47 AM,182,Pastry
11/1/2016,9:07:47 AM,182,Ella's Kitchen Pouches
11/1/2016,9:09:26 AM,183,Pastry
11/1/2016,9:26:03 AM,184,Farm House
11/1/2016,9:26:03 AM,184,NONE
11/1/2016,9:26:03 AM,184,Tea
11/1/2016,9:29:25 AM,185,Tea
11/1/2016,9:29:25 AM,185,Victorian Sponge
11/1/2016,9:43:13 AM,186,Tea
11/1/2016,9:43:13 AM,186,Pastry
11/1/2016,10:02:27 AM,187,Bread
11/1/2016,10:04:05 AM,188,Coffee
11/1/2016,10:29:02 AM,189,Bread
11/1/2016,10:29:02 AM,189,Coffee
11/1/2016,10:34:53 AM,190,Coffee
11/1/2016,10:34:53 AM,190,Pastry
11/1/2016,10:34:53 AM,190,Pastry
11/1/2016,10:50:50 AM,191,Soup
11/1/2016,10:50:50 AM,191,Tea
11/1/2016,10:56:08 AM,192,NONE
11/1/2016,10:56:08 AM,192,Bread
11/1/2016,11:00:48 AM,193,Coffee
11/1/2016,11:04:36 AM,194,Bread
11/1/2016,11:04:36 AM,194,Bread
11/1/2016,11:06:09 AM,195,Bread
11/1/2016,11:06:09 AM,195,NONE
11/1/2016,11:06:09 AM,195,Scandinavian
11/1/2016,11:08:18 AM,196,Bread
11/1/2016,11:08:18 AM,196,Cake
11/1/2016,11:08:18 AM,196,Cookies
11/1/2016,11:10:11 AM,197,Coffee
11/1/2016,11:10:11 AM,197,Coffee
11/1/2016,11:10:11 AM,197,Tea
11/1/2016,11:11:58 AM,198,Coffee
11/1/2016,11:11:58 AM,198,Cookies
11/1/2016,11:13:20 AM,199,Coffee
11/1/2016,11:16:30 AM,200,Bread
11/1/2016,11:22:36 AM,201,NONE
11/1/2016,11:22:36 AM,201,Coffee
11/1/2016,11:22:36 AM,201,Pastry
11/1/2016,11:23:19 AM,202,Coffee
11/1/2016,11:23:19 AM,202,Coffee
11/1/2016,11:25:53 AM,203,Coffee
11/1/2016,11:30:00 AM,204,Scandinavian
11/1/2016,11:30:00 AM,204,Bread
11/1/2016,11:49:31 AM,205,Coffee
11/1/2016,11:49:31 AM,205,Coffee
11/1/2016,11:49:31 AM,205,Pastry
11/1/2016,11:54:17 AM,206,Scandinavian
11/1/2016,11:54:17 AM,206,Coffee
11/1/2016,11:54:17 AM,206,Pastry
11/1/2016,12:03:37 PM,207,Hearty & Seasonal
11/1/2016,12:03:37 PM,207,Coffee
11/1/2016,12:03:37 PM,207,Muffin
11/1/2016,12:10:09 PM,208,Bread
11/1/2016,12:10:38 PM,209,Coffee
11/1/2016,12:12:26 PM,210,Scandinavian
11/1/2016,12:15:36 PM,211,Soup
11/1/2016,12:15:36 PM,211,Coffee
11/1/2016,12:20:30 PM,212,Coffee
11/1/2016,12:20:30 PM,212,Cookies
11/1/2016,12:20:30 PM,212,Tartine
11/1/2016,12:22:04 PM,213,Bread
11/1/2016,12:26:43 PM,214,Bread
11/1/2016,12:26:43 PM,214,Tea
11/1/2016,12:26:43 PM,214,Tea
11/1/2016,12:30:30 PM,215,Pastry
11/1/2016,12:30:30 PM,215,Coffee
11/1/2016,12:31:30 PM,216,Tartine
11/1/2016,12:31:30 PM,216,Coffee
11/1/2016,12:33:31 PM,217,Bread
11/1/2016,12:33:31 PM,217,Cookies
11/1/2016,12:37:29 PM,218,Sandwich
11/1/2016,12:41:16 PM,219,Tartine
11/1/2016,12:49:16 PM,220,Bread
11/1/2016,12:49:16 PM,220,Pastry
11/1/2016,12:53:18 PM,221,Bread
11/1/2016,12:53:18 PM,221,Scandinavian
11/1/2016,1:08:46 PM,222,Scandinavian
11/1/2016,1:11:34 PM,223,Alfajores
11/1/2016,1:11:34 PM,223,Coffee
11/1/2016,1:15:08 PM,224,Coffee
11/1/2016,1:19:00 PM,225,Coffee
11/1/2016,1:19:00 PM,225,Coke
11/1/2016,1:19:00 PM,225,Soup
11/1/2016,1:21:52 PM,226,Cake
11/1/2016,1:31:35 PM,227,Tea
11/1/2016,1:31:35 PM,227,Sandwich
11/1/2016,1:31:35 PM,227,Soup
11/1/2016,1:33:54 PM,228,Coffee
11/1/2016,1:37:48 PM,229,Hearty & Seasonal
11/1/2016,1:37:48 PM,229,Bread
11/1/2016,1:41:53 PM,230,Alfajores
11/1/2016,1:45:21 PM,231,Cake
11/1/2016,2:10:03 PM,232,Tea
11/1/2016,2:10:03 PM,232,Tea
11/1/2016,2:10:03 PM,232,Bread
11/1/2016,2:13:26 PM,233,Coffee
11/1/2016,2:13:26 PM,233,Tea
11/1/2016,2:13:26 PM,233,Bread
11/1/2016,2:13:26 PM,233,Soup
11/1/2016,2:14:01 PM,234,Coffee
11/1/2016,2:14:01 PM,234,Coffee
11/1/2016,2:18:52 PM,235,Scandinavian
11/1/2016,2:22:07 PM,236,Fudge
11/1/2016,2:25:14 PM,237,Coffee
11/1/2016,2:25:14 PM,237,Sandwich
11/1/2016,2:37:16 PM,238,Tea
11/1/2016,2:37:16 PM,238,Bread
11/1/2016,2:37:16 PM,238,Cookies
11/1/2016,2:37:16 PM,238,Pastry
11/1/2016,2:37:26 PM,239,Muffin
11/1/2016,2:42:31 PM,240,Scandinavian
11/1/2016,2:54:33 PM,241,Jam
11/1/2016,2:54:33 PM,241,Tea
11/1/2016,3:02:23 PM,242,Juice
11/1/2016,3:02:23 PM,242,Tea
11/1/2016,3:02:23 PM,242,Alfajores
11/1/2016,3:18:43 PM,243,Cake
11/1/2016,3:18:43 PM,243,Muffin
11/1/2016,3:18:43 PM,243,Coffee
11/1/2016,3:18:43 PM,243,Soup
11/1/2016,3:33:18 PM,244,Hot chocolate
11/1/2016,3:33:18 PM,244,Cake
11/1/2016,3:33:18 PM,244,Coffee
11/1/2016,3:37:30 PM,245,Cake
11/1/2016,3:37:30 PM,245,Cookies
11/1/2016,3:48:44 PM,246,Tea
11/1/2016,3:48:44 PM,246,Bread
11/1/2016,4:07:11 PM,247,Alfajores
11/1/2016,4:07:11 PM,247,Coffee
11/1/2016,4:07:11 PM,247,Coffee
11/1/2016,4:07:11 PM,247,Coffee
11/1/2016,4:07:11 PM,247,Juice
11/1/2016,4:08:22 PM,248,Coffee
11/1/2016,4:08:22 PM,248,Tea
11/1/2016,4:08:22 PM,248,Soup
11/1/2016,4:10:03 PM,249,Hot chocolate
11/1/2016,4:10:42 PM,250,Cookies
11/1/2016,4:26:55 PM,251,Coffee
11/1/2016,4:26:55 PM,251,Medialuna
11/1/2016,4:28:57 PM,252,Bread
11/1/2016,4:28:57 PM,252,Eggs
11/1/2016,5:46:13 PM,253,Scandinavian
11/1/2016,6:43:55 PM,254,Medialuna
11/2/2016,8:02:20 AM,255,Coffee
11/2/2016,8:02:20 AM,255,Coffee
11/2/2016,8:02:20 AM,255,Pastry
11/2/2016,8:05:03 AM,256,Coffee
11/2/2016,8:05:03 AM,256,Bread
11/2/2016,8:07:05 AM,257,Bread
11/2/2016,8:07:05 AM,257,Coffee
11/2/2016,8:07:05 AM,257,Pastry
11/2/2016,8:07:05 AM,257,NONE
11/2/2016,8:08:45 AM,258,Coffee
11/2/2016,8:08:45 AM,258,Pastry
11/2/2016,8:11:35 AM,259,Pastry
11/2/2016,8:12:03 AM,260,Coffee
11/2/2016,8:12:51 AM,261,Coffee
11/2/2016,8:29:04 AM,262,Coffee
11/2/2016,8:29:04 AM,262,Hot chocolate
11/2/2016,8:29:04 AM,262,Pastry
11/2/2016,8:53:32 AM,263,Coke
11/2/2016,9:02:24 AM,264,Coffee
11/2/2016,9:02:24 AM,264,Jam
11/2/2016,9:03:13 AM,265,Tea
11/2/2016,9:05:25 AM,266,NONE
11/2/2016,9:05:25 AM,266,Bread
11/2/2016,9:05:25 AM,266,Pastry
11/2/2016,9:18:53 AM,267,Coffee
11/2/2016,9:18:53 AM,267,Alfajores
11/2/2016,9:18:53 AM,267,Farm House
11/2/2016,9:22:47 AM,268,Tea
11/2/2016,9:22:47 AM,268,Pastry
11/2/2016,9:25:31 AM,269,Bread
11/2/2016,9:27:58 AM,270,Coffee
11/2/2016,9:27:58 AM,270,Jam
11/2/2016,9:33:47 AM,271,Coffee
11/2/2016,9:33:47 AM,271,Tea
11/2/2016,9:33:47 AM,271,Coffee
11/2/2016,9:33:47 AM,271,Pastry
11/2/2016,9:35:10 AM,272,Farm House
11/2/2016,9:52:58 AM,274,Coffee
11/2/2016,9:52:58 AM,274,NONE
11/2/2016,9:52:58 AM,274,Bread
11/2/2016,9:52:58 AM,274,Pastry
11/2/2016,9:53:28 AM,275,Farm House
11/2/2016,9:54:47 AM,276,Coffee
11/2/2016,9:54:47 AM,276,Coffee
11/2/2016,9:54:47 AM,276,Pastry
11/2/2016,10:12:15 AM,277,Farm House
11/2/2016,10:13:27 AM,278,Coffee
11/2/2016,10:13:27 AM,278,Pastry
11/2/2016,10:15:48 AM,279,NONE
11/2/2016,10:15:48 AM,279,Coffee
11/2/2016,10:17:22 AM,280,Coffee
11/2/2016,10:17:22 AM,280,Pastry
11/2/2016,10:29:56 AM,281,Bread
11/2/2016,10:29:56 AM,281,Bread
11/2/2016,10:37:45 AM,282,Bread
11/2/2016,10:37:45 AM,282,Coffee
11/2/2016,10:37:45 AM,282,Pastry
11/2/2016,10:44:50 AM,283,Pastry
11/2/2016,10:44:50 AM,283,Coffee
11/2/2016,10:48:08 AM,284,Coffee
11/2/2016,10:48:08 AM,284,Farm House
11/2/2016,10:52:20 AM,285,Farm House
11/2/2016,10:52:20 AM,285,Farm House
11/2/2016,10:52:20 AM,285,Pastry
11/2/2016,10:53:48 AM,286,Bread
11/2/2016,10:53:48 AM,286,Juice
