when,domain,url,tracker
before-nov-2016,alertchild.com,http://wayback.archive.org/web/20161004072420id_/http://alertchild.com/,DoubleClick
before-nov-2016,alertchild.com,http://wayback.archive.org/web/20161004072420id_/http://alertchild.com/,RevContent
before-nov-2016,alertchild.com,http://wayback.archive.org/web/20161004072420id_/http://alertchild.com/,DoubleClick
before-nov-2016,alertchild.com,http://wayback.archive.org/web/20161004072420id_/http://alertchild.com/,Google Syndication
before-nov-2016,alertchild.com,http://wayback.archive.org/web/20161004072420id_/http://alertchild.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,alertchild.com,http://wayback.archive.org/web/20161004072420id_/http://alertchild.com/,Kixer
before-nov-2016,alertchild.com,http://wayback.archive.org/web/20161004072420id_/http://alertchild.com/,Google Adsense
before-nov-2016,areyousleep.com,http://wayback.archive.org/web/20161001155200id_/http://areyousleep.com/,DoubleClick
before-nov-2016,areyousleep.com,http://wayback.archive.org/web/20161001155200id_/http://areyousleep.com/,DoubleClick
before-nov-2016,areyousleep.com,http://wayback.archive.org/web/20161001155200id_/http://areyousleep.com/,Google Syndication
before-nov-2016,areyousleep.com,http://wayback.archive.org/web/20161001155200id_/http://areyousleep.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,areyousleep.com,http://wayback.archive.org/web/20161001155200id_/http://areyousleep.com/,Kixer
before-nov-2016,areyousleep.com,http://wayback.archive.org/web/20161001155200id_/http://areyousleep.com/,Google Adsense
before-nov-2016,badcriminals.com,http://wayback.archive.org/web/20161001172159id_/http://badcriminals.com/,DoubleClick
before-nov-2016,badcriminals.com,http://wayback.archive.org/web/20161001172159id_/http://badcriminals.com/,RevContent
before-nov-2016,badcriminals.com,http://wayback.archive.org/web/20161001172159id_/http://badcriminals.com/,DoubleClick
before-nov-2016,badcriminals.com,http://wayback.archive.org/web/20161001172159id_/http://badcriminals.com/,Google Syndication
before-nov-2016,badcriminals.com,http://wayback.archive.org/web/20161001172159id_/http://badcriminals.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,badcriminals.com,http://wayback.archive.org/web/20161001172159id_/http://badcriminals.com/,Kixer
before-nov-2016,badcriminals.com,http://wayback.archive.org/web/20161001172159id_/http://badcriminals.com/,Google Adsense
before-nov-2016,channel5000.com,http://wayback.archive.org/web/20161002101407id_/http://channel5000.com/,DoubleClick
before-nov-2016,channel5000.com,http://wayback.archive.org/web/20161002101407id_/http://channel5000.com/,RevContent
before-nov-2016,channel5000.com,http://wayback.archive.org/web/20161002101407id_/http://channel5000.com/,DoubleClick
before-nov-2016,channel5000.com,http://wayback.archive.org/web/20161002101407id_/http://channel5000.com/,Google Syndication
before-nov-2016,channel5000.com,http://wayback.archive.org/web/20161002101407id_/http://channel5000.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,channel5000.com,http://wayback.archive.org/web/20161002101407id_/http://channel5000.com/,Kixer
before-nov-2016,channel5000.com,http://wayback.archive.org/web/20161002101407id_/http://channel5000.com/,Google Adsense
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Tapad
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Admeta
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Turn Inc.
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Sonobi
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,BidSwitch
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,DoubleClick
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Adform
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,StickyAds
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,BrightRoll
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Aggregate Knowledge
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,TradeDesk
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,i-Behavior
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Videology
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,SiteScout
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,BlueKai
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Switch Concepts
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,MediaMath
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Krux Digital
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Improve Digital
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,sovrn (formerly Lijit Networks)
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Criteo
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Datalogix
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,AppNexus
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Acuity Ads
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,eXelate
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,AddThis
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Yahoo Ad Exchange
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Lotame
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,SmartClip
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,OpenX
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Media Innovation Group
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,adingo
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Semasio
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,PubMatic
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Sekindo
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,PulsePoint
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,TubeMogul
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,MediaMath
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Index Exchange (Formerly Casale Media)
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,LiveRamp
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Rubicon
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Advertising.com
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Adobe Audience Manager
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,DoubleClick
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,AdScale
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Google Syndication
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,DoubleClick Ad Exchange-Seller
before-nov-2016,cnn.com.de,http://wayback.archive.org/web/20161002075949id_/http://cnn.com.de/,Google Adsense
before-nov-2016,drugsofficial.com,http://wayback.archive.org/web/20161002193319id_/http://drugsofficial.com/,ScoreCard Research Beacon
before-nov-2016,drugsofficial.com,http://wayback.archive.org/web/20161002193319id_/http://drugsofficial.com/,DoubleClick
before-nov-2016,drugsofficial.com,http://wayback.archive.org/web/20161002193319id_/http://drugsofficial.com/,Quantcast
before-nov-2016,drugsofficial.com,http://wayback.archive.org/web/20161002193319id_/http://drugsofficial.com/,RevContent
before-nov-2016,drugsofficial.com,http://wayback.archive.org/web/20161002193319id_/http://drugsofficial.com/,DoubleClick
before-nov-2016,drugsofficial.com,http://wayback.archive.org/web/20161002193319id_/http://drugsofficial.com/,Google Syndication
before-nov-2016,drugsofficial.com,http://wayback.archive.org/web/20161002193319id_/http://drugsofficial.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,drugsofficial.com,http://wayback.archive.org/web/20161002193319id_/http://drugsofficial.com/,Kixer
before-nov-2016,drugsofficial.com,http://wayback.archive.org/web/20161002193319id_/http://drugsofficial.com/,Google Adsense
before-nov-2016,en.mediamass.net,http://wayback.archive.org/web/20161020091758id_/http://en.mediamass.net/,DoubleClick
before-nov-2016,en.mediamass.net,http://wayback.archive.org/web/20161020091758id_/http://en.mediamass.net/,DoubleClick
before-nov-2016,en.mediamass.net,http://wayback.archive.org/web/20161020091758id_/http://en.mediamass.net/,Google Syndication
before-nov-2016,en.mediamass.net,http://wayback.archive.org/web/20161020091758id_/http://en.mediamass.net/,DoubleClick Ad Exchange-Seller
before-nov-2016,en.mediamass.net,http://wayback.archive.org/web/20161020091758id_/http://en.mediamass.net/,Google Adsense
before-nov-2016,everydaybreakingnews.com,http://wayback.archive.org/web/20161002094725id_/http://everydaybreakingnews.com/,ScoreCard Research Beacon
before-nov-2016,everydaybreakingnews.com,http://wayback.archive.org/web/20161002094725id_/http://everydaybreakingnews.com/,DoubleClick
before-nov-2016,everydaybreakingnews.com,http://wayback.archive.org/web/20161002094725id_/http://everydaybreakingnews.com/,Quantcast
before-nov-2016,everydaybreakingnews.com,http://wayback.archive.org/web/20161002094725id_/http://everydaybreakingnews.com/,RevContent
before-nov-2016,everydaybreakingnews.com,http://wayback.archive.org/web/20161002094725id_/http://everydaybreakingnews.com/,DoubleClick
before-nov-2016,everydaybreakingnews.com,http://wayback.archive.org/web/20161002094725id_/http://everydaybreakingnews.com/,Google Syndication
before-nov-2016,everydaybreakingnews.com,http://wayback.archive.org/web/20161002094725id_/http://everydaybreakingnews.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,everydaybreakingnews.com,http://wayback.archive.org/web/20161002094725id_/http://everydaybreakingnews.com/,Kixer
before-nov-2016,everydaybreakingnews.com,http://wayback.archive.org/web/20161002094725id_/http://everydaybreakingnews.com/,Google Adsense
before-nov-2016,folksvideo.com,http://wayback.archive.org/web/20161003075742id_/http://folksvideo.com/,DoubleClick
before-nov-2016,folksvideo.com,http://wayback.archive.org/web/20161003075742id_/http://folksvideo.com/,RevContent
before-nov-2016,folksvideo.com,http://wayback.archive.org/web/20161003075742id_/http://folksvideo.com/,DoubleClick
before-nov-2016,folksvideo.com,http://wayback.archive.org/web/20161003075742id_/http://folksvideo.com/,Advertise.com
before-nov-2016,folksvideo.com,http://wayback.archive.org/web/20161003075742id_/http://folksvideo.com/,Google Syndication
before-nov-2016,folksvideo.com,http://wayback.archive.org/web/20161003075742id_/http://folksvideo.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,folksvideo.com,http://wayback.archive.org/web/20161003075742id_/http://folksvideo.com/,Google Adsense
before-nov-2016,mrnewswatch.com,http://wayback.archive.org/web/20161008132117id_/http://mrnewswatch.com/,ScoreCard Research Beacon
before-nov-2016,mrnewswatch.com,http://wayback.archive.org/web/20161008132117id_/http://mrnewswatch.com/,DoubleClick
before-nov-2016,mrnewswatch.com,http://wayback.archive.org/web/20161008132117id_/http://mrnewswatch.com/,Aggregate Knowledge
before-nov-2016,mrnewswatch.com,http://wayback.archive.org/web/20161008132117id_/http://mrnewswatch.com/,TradeDesk
before-nov-2016,mrnewswatch.com,http://wayback.archive.org/web/20161008132117id_/http://mrnewswatch.com/,BlueKai
before-nov-2016,mrnewswatch.com,http://wayback.archive.org/web/20161008132117id_/http://mrnewswatch.com/,Quantcast
before-nov-2016,mrnewswatch.com,http://wayback.archive.org/web/20161008132117id_/http://mrnewswatch.com/,Taboola
before-nov-2016,mrnewswatch.com,http://wayback.archive.org/web/20161008132117id_/http://mrnewswatch.com/,AddThis
before-nov-2016,mrnewswatch.com,http://wayback.archive.org/web/20161008132117id_/http://mrnewswatch.com/,RevContent
before-nov-2016,mrnewswatch.com,http://wayback.archive.org/web/20161008132117id_/http://mrnewswatch.com/,Taboola
before-nov-2016,mrnewswatch.com,http://wayback.archive.org/web/20161008132117id_/http://mrnewswatch.com/,DoubleClick
before-nov-2016,mrnewswatch.com,http://wayback.archive.org/web/20161008132117id_/http://mrnewswatch.com/,Google Syndication
before-nov-2016,mrnewswatch.com,http://wayback.archive.org/web/20161008132117id_/http://mrnewswatch.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,mrnewswatch.com,http://wayback.archive.org/web/20161008132117id_/http://mrnewswatch.com/,Kixer
before-nov-2016,mrnewswatch.com,http://wayback.archive.org/web/20161008132117id_/http://mrnewswatch.com/,AddThis
before-nov-2016,mrnewswatch.com,http://wayback.archive.org/web/20161008132117id_/http://mrnewswatch.com/,Google Adsense
before-nov-2016,persecutes.com,http://wayback.archive.org/web/20161013230352id_/http://persecutes.com/,ScoreCard Research Beacon
before-nov-2016,persecutes.com,http://wayback.archive.org/web/20161013230352id_/http://persecutes.com/,Spoutable
before-nov-2016,persecutes.com,http://wayback.archive.org/web/20161013230352id_/http://persecutes.com/,DoubleClick
before-nov-2016,persecutes.com,http://wayback.archive.org/web/20161013230352id_/http://persecutes.com/,TradeDesk
before-nov-2016,persecutes.com,http://wayback.archive.org/web/20161013230352id_/http://persecutes.com/,Teads
before-nov-2016,persecutes.com,http://wayback.archive.org/web/20161013230352id_/http://persecutes.com/,Quantcast
before-nov-2016,persecutes.com,http://wayback.archive.org/web/20161013230352id_/http://persecutes.com/,Taboola
before-nov-2016,persecutes.com,http://wayback.archive.org/web/20161013230352id_/http://persecutes.com/,eXelate
before-nov-2016,persecutes.com,http://wayback.archive.org/web/20161013230352id_/http://persecutes.com/,AddThis
before-nov-2016,persecutes.com,http://wayback.archive.org/web/20161013230352id_/http://persecutes.com/,RevContent
before-nov-2016,persecutes.com,http://wayback.archive.org/web/20161013230352id_/http://persecutes.com/,TubeMogul
before-nov-2016,persecutes.com,http://wayback.archive.org/web/20161013230352id_/http://persecutes.com/,MediaMath
before-nov-2016,persecutes.com,http://wayback.archive.org/web/20161013230352id_/http://persecutes.com/,DoubleClick
before-nov-2016,persecutes.com,http://wayback.archive.org/web/20161013230352id_/http://persecutes.com/,Google Syndication
before-nov-2016,persecutes.com,http://wayback.archive.org/web/20161013230352id_/http://persecutes.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,persecutes.com,http://wayback.archive.org/web/20161013230352id_/http://persecutes.com/,Kixer
before-nov-2016,persecutes.com,http://wayback.archive.org/web/20161013230352id_/http://persecutes.com/,AddThis
before-nov-2016,persecutes.com,http://wayback.archive.org/web/20161013230352id_/http://persecutes.com/,Google Adsense
before-nov-2016,smhwtfnews.com,http://wayback.archive.org/web/20161023164734id_/http://smhwtfnews.com/,ScoreCard Research Beacon
before-nov-2016,smhwtfnews.com,http://wayback.archive.org/web/20161023164734id_/http://smhwtfnews.com/,DoubleClick
before-nov-2016,smhwtfnews.com,http://wayback.archive.org/web/20161023164734id_/http://smhwtfnews.com/,Aggregate Knowledge
before-nov-2016,smhwtfnews.com,http://wayback.archive.org/web/20161023164734id_/http://smhwtfnews.com/,TradeDesk
before-nov-2016,smhwtfnews.com,http://wayback.archive.org/web/20161023164734id_/http://smhwtfnews.com/,BlueKai
before-nov-2016,smhwtfnews.com,http://wayback.archive.org/web/20161023164734id_/http://smhwtfnews.com/,Quantcast
before-nov-2016,smhwtfnews.com,http://wayback.archive.org/web/20161023164734id_/http://smhwtfnews.com/,Taboola
before-nov-2016,smhwtfnews.com,http://wayback.archive.org/web/20161023164734id_/http://smhwtfnews.com/,AddThis
before-nov-2016,smhwtfnews.com,http://wayback.archive.org/web/20161023164734id_/http://smhwtfnews.com/,RevContent
before-nov-2016,smhwtfnews.com,http://wayback.archive.org/web/20161023164734id_/http://smhwtfnews.com/,Taboola
before-nov-2016,smhwtfnews.com,http://wayback.archive.org/web/20161023164734id_/http://smhwtfnews.com/,DoubleClick
before-nov-2016,smhwtfnews.com,http://wayback.archive.org/web/20161023164734id_/http://smhwtfnews.com/,Google Syndication
before-nov-2016,smhwtfnews.com,http://wayback.archive.org/web/20161023164734id_/http://smhwtfnews.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,smhwtfnews.com,http://wayback.archive.org/web/20161023164734id_/http://smhwtfnews.com/,Kixer
before-nov-2016,smhwtfnews.com,http://wayback.archive.org/web/20161023164734id_/http://smhwtfnews.com/,AddThis
before-nov-2016,smhwtfnews.com,http://wayback.archive.org/web/20161023164734id_/http://smhwtfnews.com/,Google Adsense
before-nov-2016,thefrt.com,http://wayback.archive.org/web/20161006014029id_/http://thefrt.com/,ScoreCard Research Beacon
before-nov-2016,thefrt.com,http://wayback.archive.org/web/20161006014029id_/http://thefrt.com/,DoubleClick
before-nov-2016,thefrt.com,http://wayback.archive.org/web/20161006014029id_/http://thefrt.com/,Quantcast
before-nov-2016,thefrt.com,http://wayback.archive.org/web/20161006014029id_/http://thefrt.com/,Taboola
before-nov-2016,thefrt.com,http://wayback.archive.org/web/20161006014029id_/http://thefrt.com/,AddThis
before-nov-2016,thefrt.com,http://wayback.archive.org/web/20161006014029id_/http://thefrt.com/,RevContent
before-nov-2016,thefrt.com,http://wayback.archive.org/web/20161006014029id_/http://thefrt.com/,DoubleClick
before-nov-2016,thefrt.com,http://wayback.archive.org/web/20161006014029id_/http://thefrt.com/,Google Syndication
before-nov-2016,thefrt.com,http://wayback.archive.org/web/20161006014029id_/http://thefrt.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,thefrt.com,http://wayback.archive.org/web/20161006014029id_/http://thefrt.com/,Kixer
before-nov-2016,thefrt.com,http://wayback.archive.org/web/20161006014029id_/http://thefrt.com/,AddThis
before-nov-2016,thefrt.com,http://wayback.archive.org/web/20161006014029id_/http://thefrt.com/,Google Adsense
before-nov-2016,tmzcomedy.com,http://wayback.archive.org/web/20161013092536id_/http://tmzcomedy.com/,DoubleClick
before-nov-2016,tmzcomedy.com,http://wayback.archive.org/web/20161013092536id_/http://tmzcomedy.com/,RevContent
before-nov-2016,tmzcomedy.com,http://wayback.archive.org/web/20161013092536id_/http://tmzcomedy.com/,DoubleClick
before-nov-2016,tmzcomedy.com,http://wayback.archive.org/web/20161013092536id_/http://tmzcomedy.com/,Google Syndication
before-nov-2016,tmzcomedy.com,http://wayback.archive.org/web/20161013092536id_/http://tmzcomedy.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,tmzcomedy.com,http://wayback.archive.org/web/20161013092536id_/http://tmzcomedy.com/,Kixer
before-nov-2016,tmzcomedy.com,http://wayback.archive.org/web/20161013092536id_/http://tmzcomedy.com/,Google Adsense
before-nov-2016,viralpropaganda.com,http://wayback.archive.org/web/20161007135423id_/http://viralpropaganda.com/,ScoreCard Research Beacon
before-nov-2016,viralpropaganda.com,http://wayback.archive.org/web/20161007135423id_/http://viralpropaganda.com/,DoubleClick
before-nov-2016,viralpropaganda.com,http://wayback.archive.org/web/20161007135423id_/http://viralpropaganda.com/,Aggregate Knowledge
before-nov-2016,viralpropaganda.com,http://wayback.archive.org/web/20161007135423id_/http://viralpropaganda.com/,TradeDesk
before-nov-2016,viralpropaganda.com,http://wayback.archive.org/web/20161007135423id_/http://viralpropaganda.com/,BlueKai
before-nov-2016,viralpropaganda.com,http://wayback.archive.org/web/20161007135423id_/http://viralpropaganda.com/,Quantcast
before-nov-2016,viralpropaganda.com,http://wayback.archive.org/web/20161007135423id_/http://viralpropaganda.com/,Taboola
before-nov-2016,viralpropaganda.com,http://wayback.archive.org/web/20161007135423id_/http://viralpropaganda.com/,AddThis
before-nov-2016,viralpropaganda.com,http://wayback.archive.org/web/20161007135423id_/http://viralpropaganda.com/,RevContent
before-nov-2016,viralpropaganda.com,http://wayback.archive.org/web/20161007135423id_/http://viralpropaganda.com/,Taboola
before-nov-2016,viralpropaganda.com,http://wayback.archive.org/web/20161007135423id_/http://viralpropaganda.com/,DoubleClick
before-nov-2016,viralpropaganda.com,http://wayback.archive.org/web/20161007135423id_/http://viralpropaganda.com/,Google Syndication
before-nov-2016,viralpropaganda.com,http://wayback.archive.org/web/20161007135423id_/http://viralpropaganda.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,viralpropaganda.com,http://wayback.archive.org/web/20161007135423id_/http://viralpropaganda.com/,Kixer
before-nov-2016,viralpropaganda.com,http://wayback.archive.org/web/20161007135423id_/http://viralpropaganda.com/,AddThis
before-nov-2016,viralpropaganda.com,http://wayback.archive.org/web/20161007135423id_/http://viralpropaganda.com/,Google Adsense
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Tapad
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Admeta
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,ScoreCard Research Beacon
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,RadiumOne
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Turn Inc.
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Sonobi
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,BlueKai
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,BidSwitch
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Adform
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,StickyAds
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,BrightRoll
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,AdGear
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,ShareThis
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Aggregate Knowledge
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,SMART AdServer
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,TradeDesk
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,i-Behavior
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Videology
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,SiteScout
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,DataXu
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,BlueKai
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Switch Concepts
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,MediaMath
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Krux Digital
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,[x+1]
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Improve Digital
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,sovrn (formerly Lijit Networks)
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Twitter Advertising
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Criteo
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Clearstream.TV
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Datalogix
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,SpotXchange
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,AppNexus
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Acuity Ads
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,eXelate
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,AddThis
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Yahoo Ad Exchange
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Lotame
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,SmartClip
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Tremor Media
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,OpenX
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Media Innovation Group
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Moat
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Eyeota
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,adingo
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Audience Science
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Semasio
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,PubMatic
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Sekindo
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,PulsePoint
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,TubeMogul
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Nativo
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,MediaMath
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,Index Exchange (Formerly Casale Media)
before-nov-2016,abcnews.com.co,http://wayback.archive.org/web/20161005225043id_/http://abcnews.com.co/,LiveRamp
