Timestamp,Gender,Faculty,Engineering Program,Law Program,Business Program,Arts Program,Other Program,Bachelor  Academic Year in EU,Masters Academic Year in EU,H.S.C or Equivalent study medium,S.S.C (GPA),H.S.C (GPA),Did you ever attend a Coaching center?,Coaching center name,Benifits you received from the coaching center,1st Year Semester 1,1st Year Semester 2,1st Year Semester 3,2nd Year Semester 1,2nd Year Semester 2,2nd Year Semester 3,3rd Year Semester 1,3rd Year Semester 2,3rd Year Semester 3,4th Year Semester 1,4th Year Semester 2,4th Year Semester 3,Regular/Irregular,Classes are mostly,Area1,Area2,Area3,Area4,Area5,Area6,Area7,Area8,Area9,Area10,Area11,Area12,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Q1,Q2,Q3,Q4,Q5,Q6 [What are the best aspects of the program?],"Q7. In your opinion,the best aspect of the program is","Q8. In your opinion,the next best aspect of the program is",What aspects of the program could be improved?,Do you feel that the quality of education improved at EU over the last year?,Do you feel that the image of the University improved over the last year?,Username
1/25/2016 15:30,Female,Arts,,,,B.A. in English,,2nd Year,,Bangla Medium,5,4.75,Yes,"E. Haque
S@ifurs","It prepared me better for the exam, It improved my understanding of subject matter, It increased my desire to learn",3.75,3.78,3.79,3.8,3.78,,,,,,,,0,Lecture & Discussion,1,2,2,4,5,2,2,1,3,4,5,4,4,5,5,5,4,2,3,4,4,5,3,2,5,1,5,5,5,1,4,2,2,1,4,2,4,4,3,5,4,2,4,1,3,4,4,3,3,3,5,Faculty,Teaching/Learning,"Faculty, Teaching/Learning, Overall learning environment",No,Yes,
1/25/2016 16:03,Female,Arts,,,,B.A. in English,,2nd Year,,Bangla Medium,3.5,3.3,No,,,1.18,1.53,1.49,2.01,2.23,,,,,,,,0,Lecture based,,4,5,4,5,4,5,4,5,5,4,5,4,5,5,4,4,5,5,4,5,5,4,5,5,4,5,,2,2,4,5,,,5,4,2,5,3,4,3,4,4,4,4,,4,3,3,3,2,Teaching/Learning,Resources,"Resources, Teaching/Learning",Yes,Yes,
1/26/2016 13:52,Female,Arts,,,,B.A. in English,,1st Year,,Bangla Medium,3.05,3.35,Yes,e.haq coaching center,"It prepared me better for the exam, It improved my GPA Score, It improved my understanding of subject matter",3.57,3.57,,,,,,,,,,,0,Lecture & Discussion,4,4,4,3,5,5,3,4,4,4,3,4,4,5,5,4,5,4,4,2,4,5,5,3,4,4,5,4,4,4,3,4,3,4,5,4,5,5,3,4,4,3,4,4,3,4,4,2,2,4,5,Faculty,Teaching/Learning,Overall learning environment,Yes,Yes,
1/26/2016 14:07,Female,Arts,,,,B.A. in English,,1st Year,,Bangla Medium,5,4.7,Yes,UCC,It increased my desire to learn,3.82,3.7,,,,,,,,,,,0,Lecture & Discussion,5,4,4,5,5,4,3,4,2,4,4,5,4,4,5,4,5,4,5,2,2,5,4,2,2,3,5,4,3,4,5,5,3,4,5,4,5,5,3,4,4,2,2,3,3,4,4,2,2,4,5,Faculty,Teaching/Learning,"Resources, Teaching/Learning, Overall learning environment",Yes,Yes,
1/26/2016 14:13,Female,Arts,,,,B.A. in English,,1st Year,,Bangla Medium,5,4,Yes,renasa,It prepared me better for the exam,3.11,3.41,,,,,,,,,,,0,Lecture & Discussion,4,5,5,5,5,4,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,4,5,4,4,4,5,5,4,5,3,5,3,5,4,4,3,5,4,5,5,5,3,4,5,4,4,3,3,3,3,Teaching/Learning,Teaching/Learning,Faculty,,,
1/26/2016 14:16,Female,Arts,,,,B.A. in English,,1st Year,,Bangla Medium,5,5,Yes,MAAK Coaching,It prepared me better for the exam,3.34,3.6,,,,,,,,,,,0,Lecture & Discussion,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,4,5,4,4,5,3,5,3,5,5,5,3,5,5,5,5,5,3,4,5,5,4,3,3,4,2,Faculty,Overall learning environment,Resources,,,
1/26/2016 14:16,Female,Arts,,,,B.A. in English,,1st Year,,Bangla Medium,5,4.8,No,,,3.11,3.09,,,,,,,,,,,0,Lecture & Discussion,4,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,3,4,3,5,5,5,5,5,5,5,4,5,5,4,5,5,4,3,4,3,2,Faculty,Overall learning environment,Overall learning environment,,,
1/26/2016 14:16,Female,Arts,,,,,,,,Bangla Medium,4.5,4.3,No,,,2.68,2.59,,,,,,,,,,,0,Lecture & Discussion,5,5,5,5,5,4,5,5,5,4,5,4,5,5,4,3,5,3,4,3,4,4,5,2,4,3,5,4,5,4,4,3,3,5,5,5,4,4,3,4,5,4,3,3,4,5,4,4,4,4,2,Teaching/Learning,Overall learning environment,Overall learning environment,,,
1/26/2016 14:16,Male,Business,,,BBA,,,4th Year,,Bangla Medium,3.9,3.8,No,,,3.5,3.12,2.64,2.8,2.58,2.48,2.39,2.3,2.37,2.35,2.28,2.33,0,Lecture & Discussion,5,5,5,5,5,4,4,5,5,5,3,5,5,4,2,4,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,1,4,5,4,5,5,3,5,5,4,1,1,4,5,3,2,2,3,3,Teaching/Learning,Faculty,"Faculty, Resources, Teaching/Learning, Overall learning environment",Yes,Yes,
1/26/2016 14:17,Female,Arts,,,,,,,,Bangla Medium,3.25,3.5,No,,,1.45,0.84,,,,,,,,,,,0,Lecture & Discussion,4,4,5,5,4,5,5,5,4,5,4,4,3,3,5,3,5,3,5,3,4,5,2,3,3,3,4,5,5,4,3,5,3,4,3,4,3,4,3,3,4,4,4,3,3,4,3,3,3,4,3,Other,Faculty,Teaching/Learning,Yes,Yes,
1/26/2016 14:36,Female,Arts,,,,B.A. in English,,1st Year,,Bangla Medium,5,4.2,Yes,UCC,It prepared me better for the exam,3.77,3.85,,,,,,,,,,,0,Lecture & Discussion,5,4,5,5,5,5,4,5,4,4,4,4,4,4,5,4,4,5,5,5,5,5,5,4,5,5,5,5,4,2,3,2,2,4,4,5,4,5,5,5,5,5,5,4,5,5,4,2,2,5,3,Teaching/Learning,Overall learning environment,"Faculty, Resources, Teaching/Learning, Overall learning environment, Other",Yes,Yes,
1/26/2016 14:38,Male,Business,,,BBA,,,4th Year,,Bangla Medium,3.75,3.4,Yes,Admission Plus. ,It prepared me better for the exam,0,1.2,1.88,2.3,1.95,2.09,2.32,2.38,2.42,2.48,2.5,2.56,0,"Lecture,Discussion & Practical Lab",5,4,3,5,3,5,4,4,5,4,3,4,5,4,4,3,4,4,4,5,4,3,4,4,3,4,4,3,4,3,3,3,4,4,4,3,3,4,4,3,4,4,4,4,3,4,4,3,3,3,4,Faculty,Faculty,Faculty,Yes,Yes,
1/26/2016 14:38,Male,Arts,,,,B.A. in English,,1st Year,,Bangla Medium,4.69,3.4,No,,,3.07,3.05,,,,,,,,,,,0,Lecture & Discussion,4,5,4,4,4,4,4,4,4,4,5,4,5,4,4,4,5,5,5,4,5,5,5,4,3,4,4,4,4,4,5,5,2,3,5,5,5,5,4,4,4,4,5,5,4,5,3,3,3,4,3,Faculty,Teaching/Learning,Overall learning environment,,,
1/26/2016 14:40,Male,Arts,,,,B.A. in English,,4th Year,,Bangla Medium,4.06,4.9,No,,,2.45,2.58,,,,,,,,,,,0,"Lecture,Discussion & Practical Lab",5,4,4,5,4,5,4,4,5,4,5,5,5,5,5,5,4,4,4,4,5,4,4,4,5,4,4,4,3,1,3,3,4,4,4,5,3,3,3,3,3,3,3,3,4,1,4,4,4,4,4,Teaching/Learning,Overall learning environment,Faculty,,,
1/26/2016 14:40,Female,Arts,,,,B.A. in English,,1st Year,,Bangla Medium,4.5,5,No,,,3.59,3.64,,,,,,,,,,,0,"Lecture,Discussion & Practical Lab",5,4,3,5,5,3,4,2,5,5,4,4,5,5,3,2,5,5,5,3,5,5,4,3,4,3,5,1,4,1,3,5,1,5,5,5,1,5,3,4,4,5,5,4,4,5,5,4,4,3,5,Faculty,Teaching/Learning,Resources,,,
1/26/2016 14:41,Female,Arts,,,,B.A. in English,,1st Year,,Bangla Medium,3.75,4,Yes,Porar Ghor,It improved my understanding of subject matter,2.86,3.13,,,,,,,,,,,0,"Lecture,Discussion & Practical Lab",4,5,4,5,5,2,4,4,4,5,4,4,4,5,5,4,4,4,4,5,4,5,4,4,5,4,4,4,4,3,4,5,4,5,4,5,3,5,4,5,4,4,5,4,3,4,3,2,2,4,5,Faculty,Teaching/Learning,Resources,,,
1/26/2016 14:42,Female,Arts,,,,B.A. in English,,1st Year,,Bangla Medium,4.56,3.69,Yes,udvash,"It prepared me better for the exam, It improved my understanding of subject matter, It increased my desire to learn, It allow me to make good friends",2.48,2.63,,,,,,,,,,,0,Lecture & Lab,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,Faculty,Other,Resources,,,
1/26/2016 14:43,Female,Arts,,,,B.A. in English,,1st Year,,Bangla Medium,5,4.7,No,,,2.86,2.9,,,,,,,,,,,0,"Lecture,Discussion & Practical Lab",4,4,4,5,4,4,5,4,4,4,5,4,5,4,4,5,4,5,4,4,4,4,4,5,4,5,5,5,4,1,4,4,4,5,5,3,3,4,4,,3,5,5,4,4,5,4,4,3,5,5,Teaching/Learning,Faculty,Overall learning environment,,,
1/26/2016 16:22,Female,Arts,,,,B.A. in English,,2nd Year,,Bangla Medium,4.94,4.2,No,,,2.77,3.08,3.2,3.23,,,,,,,,,0,"Lecture,Discussion & Practical Lab",5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,Teaching/Learning,Overall learning environment,Other,Yes,Yes,
1/26/2016 16:22,Female,Arts,,,,B.A. in English,,2nd Year,,Bangla Medium,3.38,3.7,No,,,3.2,3.36,3.44,3.38,,,,,,,,,0,"Lecture,Discussion & Practical Lab",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,3,Teaching/Learning,Overall learning environment,Other,Yes,Yes,
1/26/2016 16:32,Male,Arts,,,,B.A. in English,,2nd Year,,Bangla Medium,5,5,Yes,Focus Couching centre,"It prepared me better for the exam, It improved my understanding of subject matter",3.46,3.45,3.47,3.46,,3.5,,,,,,,0,"Lecture,Discussion & Practical Lab",5,4,5,4,5,4,5,5,5,4,4,5,5,5,5,4,5,4,5,5,5,5,5,4,4,5,5,5,4,4,3,2,1,4,5,4,5,5,3,5,5,5,4,5,4,5,5,3,4,4,5,Teaching/Learning,Faculty,Faculty,Yes,Yes,
1/26/2016 17:02,Male,Arts,,,,B.A. in English,,1st Year,,Bangla Medium,4.63,3.4,Yes,u.u.c,It prepared me better for the exam,3.46,3.45,3.47,3.43,,,,,,,,,0,Lecture & Discussion,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,,5,5,5,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,4,4,4,4,4,,5,5,4,4,4,4,5,Faculty,Faculty,"Faculty, Teaching/Learning, Overall learning environment",Yes,Yes,
1/26/2016 17:10,Female,Arts,,,,B.A. in English,,2nd Year,,Bangla Medium,4.65,4.8,No,,,2.5,2.45,2.55,2.54,,,,,,,,,0,Lecture & Discussion,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,4,5,5,Teaching/Learning,Teaching/Learning,Overall learning environment,Yes,Yes,
1/26/2016 17:10,Female,Arts,,,,B.A. in English,,2nd Year,,Bangla Medium,5,4.4,Yes,udvash,It improved my understanding of subject matter,3.59,3.64,3.69,3.69,,,,,,,,,0,"Lecture,Discussion & Practical Lab",4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,4,2,Teaching/Learning,Faculty,Resources,Yes,Yes,
1/26/2016 17:12,Female,Arts,,,,B.A. in English,,2nd Year,,Bangla Medium,3.32,3.5,Yes,UCC,It improved my GPA Score,2.5,2.14,2.47,2.41,,,,,,,,,0,Lecture & Discussion,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,Faculty,Teaching/Learning,Teaching/Learning,Yes,Yes,
1/26/2016 17:12,Female,Arts,,,,B.A. in English,,2nd Year,,Bangla Medium,5,3.5,Yes,ucc,It prepared me better for the exam,3.39,3.36,3.46,3.46,3.43,,,,,,,,0,"Lecture,Discussion & Practical Lab",5,5,5,5,4,5,4,5,5,5,4,4,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,Teaching/Learning,Faculty,Resources,Yes,Yes,
1/26/2016 17:13,Male,Arts,,,,B.A. in English,,2nd Year,,Bangla Medium,4.38,4.86,Yes,Saifors,It prepared me better for the exam,2.95,3.25,3.27,3.3,,,,,,,,,0,"Lecture,Discussion & Practical Lab",5,5,5,5,5,5,4,5,4,4,4,4,5,5,5,5,5,5,3,4,5,5,5,4,2,5,5,5,5,4,4,2,1,3,5,5,4,4,4,5,5,5,5,5,5,4,5,4,3,4,3,Teaching/Learning,Faculty,Resources,Yes,Yes,
1/26/2016 17:13,Female,Arts,,,,B.A. in English,,2nd Year,,Bangla Medium,4.38,4.5,Yes,success ,It prepared me better for the exam,3,3.13,3.21,3.2,,,,,,,,,0,"Lecture,Discussion & Practical Lab",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,Teaching/Learning,Faculty,Overall learning environment,Yes,Yes,
1/26/2016 17:13,Female,Arts,,,,B.A. in English,,2nd Year,,Bangla Medium,4.75,4.1,Yes,Saifurs,It prepared me better for the exam,2.84,3.05,3.1,3.09,,,,,,,,,0,Lecture & Discussion,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,Teaching/Learning,Faculty,Resources,Yes,Yes,
1/26/2016 17:14,Female,Arts,,,,B.A. in English,,2nd Year,,Bangla Medium,4.69,4.4,No,,,2.73,3.07,3.18,3.2,,,,,,,,,0,"Lecture,Discussion & Practical Lab",5,5,4,5,5,5,4,4,5,5,4,4,5,4,5,5,4,5,4,4,5,5,4,5,4,4,5,4,5,4,4,4,4,4,5,5,5,5,4,4,5,5,5,4,5,4,5,4,,5,5,Teaching/Learning,Faculty,Resources,Yes,Yes,
1/27/2016 11:50,Male,Business,,,BBA,,,2nd Year,,Bangla Medium,4.25,4.2,Yes,ucc coaching center,It prepared me better for the exam,2.75,3.12,3.05,3.02,2.99,2.76,,,,,,,0,Practical & Lab,5,5,4,5,5,5,5,5,4,5,5,5,3,4,5,4,5,4,5,5,4,5,5,3,4,5,5,5,4,3,2,5,2,4,4,5,3,4,3,4,4,,,,,5,4,3,4,4,2,Faculty,Overall learning environment,Teaching/Learning,Yes,Yes,
1/27/2016 12:13,Female,Arts,,,,B.A. in English,,4th Year,,Bangla Medium,4,4,No,,,3.66,3.52,3.65,3.69,3.69,3.68,3.69,3.67,3.65,3.64,3.62,,0,Lecture & Discussion,4,5,5,3,4,5,5,5,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,3,3,4,4,4,4,3,2,3,3,5,5,3,3,4,3,Faculty,Teaching/Learning,Overall learning environment,Yes,Yes,
1/27/2016 12:13,Male,Arts,,,,B.A. in English,,4th Year,,Bangla Medium,4.69,3.8,Yes,Modick ,It prepared me better for the exam,3.05,3.2,3.26,3.24,3.28,3.3,3.32,3.33,3.36,3.37,3.37,3.39,0,Lecture & Discussion,4,5,4,5,5,4,4,5,4,4,4,5,5,4,4,3,4,4,4,3,3,4,5,4,3,4,2,,4,2,3,3,2,4,3,4,5,5,4,4,3,4,4,3,4,4,3,2,3,4,3,,,Resources,Yes,,
1/27/2016 12:15,Male,Arts,,,,B.A. in English,,4th Year,,Bangla Medium,3.13,3.8,No,,,2.57,2.64,2.7,2.7,2.64,2.67,2.68,2.62,2.59,2.5,2.48,2.53,0,Lecture & Discussion,4,4,4,5,4,4,2,4,4,4,4,5,4,3,4,5,4,4,3,4,5,5,4,4,5,4,3,3,5,3,3,4,3,5,5,3,4,4,4,,3,4,4,4,4,5,4,3,3,4,5,Faculty,Resources,"Faculty, Teaching/Learning",Yes,Yes,
1/27/2016 12:17,Male,Arts,,,,B.A. in English,,4th Year,,English Medium,3.5,3,Yes,Tasveer Academy,It prepared me better for the exam,3.41,3.4,3.46,3.49,3.49,3.52,3.46,3.48,3.48,3.48,3.48,,0,,4,4,5,5,5,4,4,4,5,4,5,5,4,5,5,4,5,4,5,4,5,5,5,3,5,5,5,4,4,4,1,2,1,2,4,4,2,3,2,3,3,3,4,4,2,3,3,4,3,4,,Teaching/Learning,Faculty,Overall learning environment,Yes,Yes,
1/27/2016 14:10,Female,Business,,,BBA,,,4th Year,,Bangla Medium,4.18,3.2,Yes,Udvash ,It prepared me better for the exam,2.78,2.7,2.88,2.93,3.01,3.03,3.02,2.92,2.9,2.91,3,,0,Lecture based,3,4,1,5,3,2,4,3,3,3,3,3,4,2,4,4,3,3,3,3,4,4,4,4,1,3,1,2,3,1,2,3,4,2,3,2,3,3,3,3,3,3,4,3,1,3,1,2,3,2,3,Other,Faculty,Faculty,Yes,No,
