idx	nNN	NNindex	a	b	aNN	bNN	processID	NNprocessID
3511	0	3514	-11.3166819740636	13.8091164425376	-11.3797400354366	14.025910209304	1	4
6420	0	6427	0.838675559695644	-15.0763340364678	0.648864251061298	-14.9630613600242	0	2
2923	0	2922	-13.4129908004299	-1.86571068878503	-13.2718002808277	-1.57813069314816	3	2
3598	0	3602	-10.0043166231264	-19.5530162230689	-10.2698295119473	-19.3059468169108	3	2
10393	0	10648	15.9942768340597	12.7890095594954	16.1439661219452	12.8916048830357	3	3
7483	0	7738	5.15347317662336	-8.04929533026204	5.45283019877106	-7.93526488874021	3	3
3463	0	3461	-11.1141911128596	3.91286820835911	-10.9458814814434	4.13926954143483	3	1
9316	0	9323	11.5413941956255	2.53531437030454	11.3886656521531	2.95304663715437	1	3
2106	0	2108	-16.404824356594	-11.8230319834059	-16.4024401207983	-11.8755205606417	1	3
5684	0	5423	-3.24920564419554	-11.620392691536	-3.08884665411441	-11.8291959266264	4	3
9754	0	9498	13.0202846969379	-12.7507318353611	12.9924279205734	-12.8282289698884	4	3
2210	0	1963	-17.5404315866931	10.0961704911377	-17.5510103122387	9.87619994534114	0	3
4888	0	4882	-5.06123458310452	-17.4476124469864	-5.21205504548215	-17.7464076103428	3	2
4246	0	4248	-7.91194771038619	8.07930085869357	-8.02536040107371	8.01140885096236	1	3
9328	0	9583	12.1980200788186	4.15749352837863	12.1287534358539	3.94272924807064	3	3
7874	0	7865	5.44158205960211	19.0064892933535	5.35987929652433	18.9613549284778	4	0
7519	0	7524	4.08079940569103	-0.828373931253931	4.36535447590107	-0.476748788220785	4	4
8583	0	8581	8.31905820683381	7.99101845411524	8.4524784430444	8.14549536472071	3	1
4879	0	4870	-5.75303211546269	-19.022054656148	-5.5587114957372	-19.1363893024809	4	0
2365	0	2373	-15.2596539644896	-10.2150626464831	-15.169653054341	-9.91486761389186	0	3
11318	0	11322	19.4684859311457	-5.95652792115142	19.4827928250922	-6.15097624192984	3	2
4514	0	4257	-7.81843221124951	9.98764674289686	-8.15043902441261	9.97650526729236	4	2
1364	0	1355	-19.6983720872426	-7.79006477615686	-19.9052838443321	-7.95189399121541	4	0
1710	0	1973	-17.5521169136205	12.0595742050773	-17.2722088614789	12.0610539982127	0	3
9255	0	9250	11.184332631491	-9.91417287199699	11.4189559067245	-9.98813018351887	0	0
7815	0	7823	5.43290956684921	8.82799104901662	5.28319441212568	9.06836155141797	0	3
6524	0	6522	0.870196267786835	4.1647308992886	0.833749569494204	4.04416128420383	4	2
8870	0	8877	9.32951247727555	16.1944260370782	9.57676557357539	16.2699786452183	0	2
5536	0	5541	-3.42802671764175	11.5928512170907	-3.08277862316129	11.589431890539	1	1
2085	0	1832	-17.0945831780782	-15.3214395553581	-17.1949082574176	-15.619042218696	0	2
2770	0	2772	-14.7094154783878	19.5143566922007	-14.6636169371476	19.6284359754261	0	2
7431	0	7432	4.94133968608376	-17.784124932766	4.95072922202264	-17.8248296927973	1	2
2001	0	2002	-16.9964689858718	18.3153640809131	-17.1233845166402	18.4722924636095	1	2
2446	0	2700	-15.0790967882006	5.50542582513434	-14.7571586590416	5.70783065827317	1	0
3651	0	3652	-10.223371043395	-9.07391776478769	-10.2270321385729	-8.97447226537611	1	2
1332	0	1331	-19.0153728299826	-13.9002468930595	-18.9895853802548	-13.8748844497538	2	1
6587	0	6588	0.667827471819019	17.2684914878143	0.866588947037977	17.2862156959659	2	3
7211	0	7469	4.05671081492485	-10.3637808999019	4.05533611074653	-10.7644236229214	1	4
5970	0	5722	-2.14185347813393	-2.68460818502546	-2.43885149855518	-2.51316654095127	0	2
5321	0	5579	-3.95685925398235	19.4269130887039	-3.82016268845823	19.1315427558942	1	4
6981	0	6977	2.94991792666179	-5.92319659507776	3.00980093134819	-5.83595734744015	1	2
2408	0	2407	-15.4988033577923	-2.98872294733167	-15.3126314029968	-3.12578053456581	3	2
7038	0	7039	1.9796987724056	5.19501353934195	2.2232372610607	5.2263847837749	3	4
5444	0	5443	-3.34996480010652	-7.94005845858453	-3.43902835361841	-8.04847488595691	4	3
1629	0	1628	-18.4910571456917	-5.53120551190071	-18.4264973461279	-5.59624084951185	4	3
1863	0	1862	-17.5779414950399	-9.67027681412189	-17.4907970616344	-9.4733432724326	3	2
4372	0	4371	-7.23826701618657	-17.5835917671655	-7.1948243028461	-17.7827820798536	2	1
7747	0	7748	5.7357201170845	-5.67237107884595	5.66768515768302	-5.94359530551312	2	3
8958	0	8957	10.5923029496834	-18.8612833064639	10.6926886662014	-19.2857536999089	3	2
3155	0	3150	-12.4975365997693	-5.36566035053525	-12.6717871986151	-5.45300509765766	0	0
4642	0	4641	-6.21311984536316	-15.075644138826	-6.23530571308512	-14.935419785003	2	1
8318	0	8317	7.82441997932927	5.84792452545245	7.46515005756801	5.80884117129495	3	2
7298	0	7043	3.43546482024651	6.04779339119806	3.18360067559787	6.28866065712673	3	3
9742	0	9743	13.6926532613271	-14.7974428082783	13.9775208057827	-14.6943885434371	2	3
10408	0	10400	15.2893338033819	16.1306917193965	15.085264623351	16.0609760353973	3	0
3779	0	3778	-10.2367848429522	16.2810597163937	-10.2361530616315	16.0874914452274	4	3
7768	0	7767	5.69866137343324	-2.0573120952655	5.70749319185059	-1.81817022998901	3	2
11054	0	11053	18.2981042886494	-7.984279804291	18.4062647198228	-7.91211963849959	4	3
9044	0	9043	10.2484134833831	-1.80652722920765	10.4157324333285	-1.9480206508564	4	3
9851	0	9852	13.9533844516567	7.07726192362282	14.0744851140548	7.10824692961734	1	2
10260	0	10269	15.3494964145463	-11.801095754301	15.4910302172855	-12.0104988182536	0	4
4208	0	4207	-8.33583480208406	0.205081061096074	-8.53902828765327	0.291106723096068	3	2
3788	0	3786	-10.2619594851168	18.2522254570282	-10.0943730409811	18.2153526497855	3	1
1839	0	1838	-17.6877437822073	-14.8662094380933	-17.481980236165	-14.4878610655245	4	3
8239	0	7983	6.6872920261598	-9.84432032804157	6.4794341016033	-9.94264028598909	4	3
2148	0	2395	-15.4646196453032	-3.95951367933796	-15.2956168039397	-4.22630928650558	3	0
8793	0	8794	9.44701377579209	-1.13837371978961	9.64318197202182	-0.924321526855421	3	4
11694	0	11437	19.8380406378329	17.821162923471	19.9488319309263	18.0535160583323	4	2
2686	0	2692	-14.2927532016651	2.73386855594428	-14.1393769897011	2.78650667969863	1	2
6933	0	6932	2.35675523569348	-16.1301149585159	2.48722520991873	-15.9464808223419	3	2
4120	0	3873	-8.93780831214181	-15.8608288089705	-8.8991896638215	-16.0336674779028	0	3
2430	0	2439	-15.8602286981799	2.92177444533744	-15.6977259226766	3.05759642331557	0	4
7000	0	7014	2.12886012720976	-0.0965808125719747	2.14149462442283	-0.0570766750289025	0	4
5723	0	5715	-2.45232651172745	-3.15622498367646	-2.65137399548573	-3.34879868473653	3	0
7771	0	8029	6.19413113707591	-0.949811268993546	6.2752704689334	-1.02948210657072	1	4
8099	0	7843	6.20051231482656	13.1205578402122	5.98817056734813	13.0373022946764	4	3
6182	0	6175	-0.480025249939137	-12.8996389247753	-0.417631364152591	-12.8347386806772	2	0
10910	0	10919	17.1989262440458	16.0568334236199	17.3578300249409	15.9827167559643	0	4
5540	0	5291	-3.82739200844696	13.5032957552011	-3.99918444799987	13.4817783196701	0	1
2893	0	2892	-13.2976258056527	-7.8411525807353	-13.4292540777565	-7.80906122879742	3	2
5029	0	5284	-4.7858902768342	11.1403239926909	-4.86098916184118	11.1140216945579	4	4
8697	0	8954	10.0870983441494	-19.7676338585813	10.1340394809219	-19.8195943641838	2	4
3219	0	3211	-12.4137465682154	5.64658692038081	-11.8537829418867	5.57444569085681	4	1
6969	0	6960	2.36644466092106	-8.87244504514061	2.41489077259477	-8.69031919478007	4	0
10864	0	10860	17.2162145955514	5.7306337852154	17.5311319323598	5.71535599053419	4	0
5396	0	5397	-2.89619535719251	-16.6887644755343	-2.95460846012796	-16.5373880649904	1	2
11334	0	11331	19.5992050829034	-2.74440859996894	19.4147101110395	-2.81428024367524	4	1
2167	0	2166	-16.2488273967141	0.157158677575108	-15.8575703616101	0.32754325292765	2	1
8004	0	8001	6.50110473248536	-5.65621602114265	6.57385210995414	-5.60463005339636	4	1
8326	0	8582	8.59347857228428	8.26562269892379	8.45178300762907	8.19828291870329	1	2
8263	0	8007	6.8738651234199	-4.90869137628582	6.99008761384061	-4.81718574622064	3	2
8129	0	8126	6.43584800346546	19.4414895631565	6.66982924921972	19.4296548311644	4	1
6206	0	6207	-0.0136025212839946	-8.12304756309151	-0.28521413575069	-7.9377559377693	1	2
1592	0	1593	-18.3756918863564	-13.0602191100213	-18.0107890828802	-12.9761731737942	2	3
5199	0	5197	-4.39707983380703	-5.64059499212761	-4.3730310468063	-5.87426578407465	4	2
4230	0	4239	-8.84470905840954	5.60983786761905	-8.50597589922711	5.56851002871773	0	4
8702	0	8950	9.6268926979535	-18.9083382808046	9.73247875882922	-18.8374357507449	2	0
6036	0	6035	-1.662247672608	9.83210088490089	-1.40538380606783	9.58813493683901	1	0
5024	0	5020	-5.89482047409369	10.5557354402204	-5.85506876467737	10.1101542857509	4	0
5306	0	5305	-4.16324164508193	16.422419098545	-4.2699884977219	16.3665755974857	1	0
2892	0	2893	-13.4292540777565	-7.80906122879742	-13.2976258056527	-7.8411525807353	2	3
4000	0	4008	-9.66879098508389	11.1169105794462	-9.34479452674828	11.037261858188	0	3
8094	0	8092	6.57162557995008	12.0379305530831	6.81638050576732	12.0288293665535	4	2
4771	0	4517	-6.99960507253378	11.1113174914485	-7.11052962448182	11.0256201016923	1	2
6183	0	6170	-0.52797220696444	-13.3316260255784	-0.660380769220903	-13.667530868257	3	0
1447	0	1446	-19.1859861354391	9.28106332020647	-18.9810821812761	9.17201454782892	2	1
6296	0	6297	0.279611355913355	10.1381703027213	0.306980794739062	10.1183608389183	1	2
3275	0	3284	-12.9528692837913	18.7084284319016	-12.6640406691268	19.0211167956865	0	4
5722	0	5720	-2.43885149855518	-2.51316654095127	-2.69425771907444	-2.67105929695486	2	0
6932	0	6933	2.48722520991873	-15.9464808223419	2.35675523569348	-16.1301149585159	2	3
8234	0	8225	7.1746428925132	-10.660014849231	7.12802127543173	-10.9159174352737	4	0
3390	0	3397	-11.7167616558686	-8.91122609237208	-11.237911542295	-8.82352835854316	0	2
8792	0	8791	9.87539493323954	-0.630176179477726	10.1809324665941	-0.805985245267861	2	1
8703	0	8695	9.29304183585722	-19.1695942275327	9.15296442597423	-19.1736870358894	3	0
5194	0	5185	-4.71019371604285	-7.52687807016164	-4.78428351134201	-7.35882140816144	4	0
1468	0	1211	-19.3699428593021	13.049064055196	-19.5189545438406	12.9936018950965	3	1
7090	0	7094	1.63860392714667	16.4042499940514	1.92180048123446	16.2281780549828	0	4
8124	0	8123	6.40741274661039	18.0804599245834	6.79106987621238	18.1862263940584	4	3
1593	0	1849	-18.0107890828802	-12.9761731737942	-17.9017866392078	-13.0469717123183	3	4
10850	0	10859	17.6013546583334	3.76891508918622	17.5721267486441	3.79612606931267	0	4
8009	0	8000	6.32677780866819	-5.10942611831633	6.11248021196177	-5.28133579181284	4	0
8262	0	8519	7.73627232802725	-4.88535836306441	7.87315308944852	-4.95209959336979	2	4
6750	0	6754	1.18285916901233	-0.909347419388937	1.34718582572597	-0.591642111980659	0	4
10010	0	10019	14.1294385896243	-10.8420795427768	13.9903369110934	-10.8717596458606	0	4
11324	0	11315	19.3381945935217	-4.91808788513105	19.2221953345189	-5.23356514824803	4	0
7230	0	6981	3.14521762760124	-6.21279946983037	2.94991792666179	-5.92319659507776	0	1
3214	0	2956	-13.2529855647477	4.88415413845628	-13.1542013527184	5.20273543808301	4	1
8607	0	8611	8.90396209175062	14.1827740972508	9.05402186378666	14.0690280587659	2	1
6964	0	6963	2.18887674957934	-10.1135809639634	2.47949307814221	-10.1213485023005	4	3
6766	0	6768	1.92251359523875	2.38482015559022	1.64086342434775	2.11006495799164	1	3
9341	0	9599	12.0170591101115	7.09156026353839	11.9580938015332	6.96127331583784	1	4
4211	0	4213	-8.31519785113892	1.10053884727055	-8.43657843613906	1.23630216133268	1	3
4643	0	4642	-6.49562209980528	-15.1545479665439	-6.21311984536316	-15.075644138826	3	2
8065	0	7818	6.37939858123593	7.85420975064327	6.16741275123896	7.82596069243984	0	3
4373	0	4629	-6.92285844275582	-17.7865676862064	-6.94679178561484	-17.6092656686776	3	4
1862	0	1863	-17.4907970616344	-9.4733432724326	-17.5779414950399	-9.67027681412189	2	3
4038	0	4035	-9.33874812274204	17.2838984529104	-9.41998995789771	17.4301679487004	3	0
10766	0	10767	17.8007831180362	-13.5211044531233	17.8543783021006	-13.9403671178596	1	2
2625	0	2634	-14.8182908550746	-8.65907755888514	-14.627434706783	-8.97445168606551	0	4
10607	0	10605	16.7832006612216	5.61248464957695	16.6553713546226	5.75583055855279	2	0
5449	0	5448	-3.79142284808181	-6.69759236136063	-3.85592366410963	-6.76791884600848	4	3
1624	0	1620	-18.6146530389615	-6.42943678025719	-18.6047899389723	-6.10716532976357	4	0
1471	0	1466	-19.2274635235727	13.6032981844215	-19.1539589089824	13.4243502406537	1	1
4747	0	4749	-6.74462162140525	6.36986547252367	-6.56349513070919	6.25538646733886	2	4
3715	0	3466	-10.9389493722708	4.83256867624627	-11.2029577731643	4.84244523121228	0	1
4298	0	4297	-8.69060003538593	18.4208203946976	-8.42396168033948	18.3015154666937	3	2
10567	0	10568	16.7697646813679	-2.75848739779859	16.5328284035851	-2.87160147847414	2	3
9647	0	9904	13.17290702473	17.287436281574	13.0742056048167	17.3404212506342	2	4
9520	0	9529	12.3027710303689	-6.88755131972159	12.3800529366793	-7.1074129559001	0	4
2835	0	2839	-13.2186358552616	-18.2506441070474	-13.4394810725025	-18.2791823223379	0	4
8301	0	8303	7.55746476774517	3.34914741216477	7.45561319115785	3.29704389297085	1	3
1834	0	1577	-18.2087108014846	-15.5276021823256	-17.961222758258	-15.7791787396562	4	2
9377	0	9381	11.9560455573928	14.9633715355228	11.7189755057486	15.1515014452412	2	1
2498	0	2241	-15.4967923119622	15.0610853128282	-15.4053169396406	14.9836435053981	3	1
9049	0	8791	10.475956797297	-0.602626834195407	10.1809324665941	-0.805985245267861	4	1
5165	0	4911	-4.71419246001894	-11.7301491956571	-4.63899403680222	-11.6366886152627	0	1
10254	0	9997	14.8252370493423	-14.9769823220279	14.5495570641783	-15.229713380781	4	2
6995	0	6746	1.98608967327168	-2.2456719493297	1.73089301924294	-2.50602147482793	0	1
4768	0	4767	-6.48532273926848	9.94117560277573	-6.50237372621558	9.84226539907853	3	2
2411	0	2157	-15.4355974641432	-1.78865794727995	-15.5175943307896	-1.71766245277437	1	2
3976	0	3978	-9.28706367541611	4.95954277364643	-9.33094385819719	5.12854973178552	1	3
3774	0	3517	-11.4016702139206	15.2814347722482	-11.5813911901113	14.9931484404239	4	2
11060	0	11068	18.7824995650136	-4.96120969601749	18.3225740033986	-4.75468443652344	0	3
8735	0	8744	9.44799508608504	-11.0792990367914	9.41470763836049	-11.1383656338858	0	4
6221	0	5962	-0.440341595969737	-5.0749028783186	-0.619798718050709	-5.20898082226676	1	2
7208	0	6952	3.11481257370845	-11.981407333584	2.93067229954609	-11.9735807418038	3	2
9743	0	9742	13.9775208057827	-14.6943885434371	13.6926532613271	-14.7974428082783	3	2
7246	0	7504	4.05042764162568	-3.73793803573826	3.96063760168903	-3.94757855706868	1	4
2231	0	2485	-16.0019002840522	13.6674666558744	-16.0691100751143	13.8403234048975	1	0
5661	0	5917	-1.4663904101515	-14.7276760755634	-1.52054989570393	-14.8242152171854	1	2
3868	0	4115	-8.90655891869488	-17.1036984188994	-8.55411469210353	-17.1913827022747	3	0
1369	0	1360	-19.6588137710123	-7.43771584321606	-19.8842031780876	-7.4552291494621	4	0
4519	0	4261	-7.80832041660657	10.9811884789154	-8.18477418210745	11.1193771923809	4	1
8582	0	8581	8.45178300762907	8.19828291870329	8.4524784430444	8.14549536472071	2	1
1166	0	1167	-19.8013325450779	3.82560712659734	-19.7543799760664	4.10703576521359	1	2
7879	0	7870	4.90105465136455	19.9273176232295	4.79332085837036	19.8685715714865	4	0
3530	0	3276	-11.8466875461927	18.7878963363194	-11.8288446611291	18.5517116688225	0	1
7514	0	7511	4.52108920337959	-1.70691378015285	4.41326009484776	-1.64396344024097	4	1
2091	0	2092	-16.0142203209391	-14.6024698605049	-15.9444606453498	-14.8133194175584	1	2
6825	0	6829	1.18445734553613	14.5304696849303	1.27825669395476	14.559021862609	0	4
1333	0	1334	-19.4676349167383	-13.8763699371239	-19.6167256487361	-13.9283575456273	3	4
6529	0	6525	0.485164175731257	5.42569879150413	0.337828330226958	5.49459318781491	4	0
8510	0	8514	8.35713818700408	-5.360651855632	8.21503346130675	-5.65172441638318	0	4
2121	0	2128	-16.5365012464636	-8.33757842333605	-16.4935307807414	-8.6652107848965	1	3
4431	0	4433	-7.02247139846855	-5.79170895516167	-7.46810787869223	-5.65772924878991	1	3
7575	0	7582	4.28239532355198	12.0347699075064	4.5885024474223	12.0837034484481	0	2
6040	0	5792	-1.88572652909259	11.1769832556412	-2.08261818776677	11.0567235986934	0	2
1687	0	1688	-18.1392164485047	6.32603327309862	-18.1194840084802	6.26839050907301	2	3
10623	0	10621	16.8993936511823	8.152470994501	16.9746859517788	8.22333572920912	3	1
8475	0	8482	8.28398771945314	-11.8571261678445	8.65322121117541	-11.8092566672731	0	2
8187	0	8186	7.66118777541553	-19.7302320296506	7.61414093981838	-19.7917657819888	2	1
2399	0	2396	-15.2902666471472	-4.52703000640018	-15.2432446667797	-4.67870070561171	4	1
6692	0	6691	1.78625329200079	-13.1291073956399	1.6610714359434	-13.1413856754233	2	1
3434	0	3175	-12.1786022700647	-1.39536288756202	-12.4292978274308	-1.26828274367331	4	0
5453	0	5452	-3.28371926352685	-5.96076312382158	-3.26113618706554	-5.74332642275542	3	2
9487	0	9735	13.1862969859397	-14.6853365735832	13.3170016185798	-15.0929395796225	2	0
3508	0	3507	-11.3238944688685	13.3032953280321	-11.3679674086512	12.9490302455299	3	2
2196	0	2454	-15.4740907344777	6.39975751202559	-15.4367304086418	6.22842489812333	1	4
4659	0	4658	-6.5269229216887	-11.8749807722738	-6.7424906211902	-11.9322828102679	4	3
1381	0	1383	-19.0836365211768	-3.91769791323393	-19.2483277513703	-3.8679582010282	1	3
1731	0	1733	-18.1729085732259	15.5196035599123	-18.281839253496	15.3482795982354	1	3
9759	0	9501	13.2690406474065	-11.5967095260335	13.0639580314648	-11.5725950251727	4	1
7945	0	7954	6.36561110512459	-15.9211659411869	6.2040419834757	-15.9437309347561	0	4
5689	0	5432	-2.76909740776312	-9.55906740297858	-2.93469316039308	-9.5188712781375	4	2
3462	0	3461	-11.0144952992649	4.22457854893841	-10.9458814814434	4.13926954143483	2	1
10739	0	10482	17.1713600535525	-19.7921439841173	17.3126185108024	-19.8012812609351	4	2
7482	0	7481	4.55101269620111	-7.70248307684866	4.5080403857137	-7.68216536764742	2	1
10555	0	10302	16.0470253513435	-4.53026849318346	15.8619789291173	-4.51937868456153	0	2
10343	0	10086	15.3781247849736	3.2100850402667	15.2369138693585	3.35450640355295	3	1
2922	0	2923	-13.2718002808277	-1.57813069314816	-13.4129908004299	-1.86571068878503	2	3
6707	0	6713	1.61483378102849	-9.33339824960902	1.55182164192847	-9.46028161003319	2	3
11108	0	11101	18.7676500629248	2.74126601389098	18.9496342967541	2.62640536929983	3	1
3871	0	4125	-8.86181900318052	-15.2173902653054	-8.81103692949235	-15.2197161775423	1	0
5678	0	5934	-1.7887142844814	-12.0149969011897	-1.84567336992689	-12.1810440604772	3	4
9053	0	9047	10.707230822475	-0.218248237113678	10.8744670415151	-0.238925632809487	3	2
4483	0	4482	-7.44608689068229	3.63287471395293	-7.4562116806595	3.8711174353793	3	2
1305	0	1308	-19.6467241423943	-18.1086751785847	-19.5624491822403	-18.1164122236706	0	3
9114	0	8856	9.89565050795735	12.1728746039729	9.73438071017862	12.2046373867181	4	1
7277	0	7273	3.61865050070349	1.80311915880248	3.44172757343059	1.74347367774901	2	3
7553	0	7551	4.68765828925441	5.78279855408477	4.72775852737058	6.17442597772818	3	1
5510	0	5518	-3.74740701227027	6.66688879225383	-3.7910817160331	6.72545820203034	0	3
2191	0	2198	-16.4943530799362	5.47121205179077	-16.3385881608098	5.60643724116656	1	3
6599	0	6343	-0.00279684390430807	18.9081088639345	0.0828194985141046	18.82975994967	4	3
2118	0	1861	-16.9041054507953	-9.963119190891	-17.0311684566792	-9.72363557502197	3	1
9308	0	9306	11.6118281352681	0.344107079983245	11.3333172669139	0.645000359640987	3	1
1962	0	1961	-17.0639527564314	10.1860132790898	-17.2056630238817	10.4996538930951	2	1
10372	0	10374	15.5732534460986	9.10090322270464	15.431993976206	9.25016074816447	2	4
4552	0	4296	-7.97998418904044	18.0191388334295	-7.99039977214706	17.721132724588	2	1
10480	0	10489	16.301041509968	-19.3773046809843	16.215442299038	-19.1996656121289	0	4
3876	0	3877	-9.12221022853016	-14.7100532477912	-9.15445571106413	-14.8557308938767	1	2
6438	0	6437	0.519283457303036	-12.6027616555165	0.68888894029076	-12.706514989107	3	2
1386	0	1387	-18.941794003415	-2.80990239034728	-19.0722649118931	-2.97868816617524	1	2
1934	0	1932	-17.3582288226028	3.95325826990524	-17.1251111348072	4.11892114547384	4	2
1736	0	1737	-18.0914665349339	16.2563568660828	-18.0618876712548	16.039657511706	1	2
2935	0	2681	-13.8771148563236	1.7260797788921	-13.9286643072504	1.19191337672506	0	1
10670	0	10416	16.3332644146233	18.740349799854	16.4439206522093	18.7576064502828	0	1
6504	0	6502	0.503754334345127	0.242537991103335	0.431359409116335	0.417185299447608	4	2
3249	0	3248	-12.445355859373	11.8864128694788	-12.3873117520028	12.2561431454682	4	3
9272	0	9273	11.9083204330147	-6.83119854204494	11.9428132350274	-6.99631086387391	2	3
6832	0	6839	1.88059757807046	15.5704530299243	1.49475471300075	15.7107949370288	2	4
2096	0	2097	-16.1155734138157	-13.6866791950873	-16.022035198682	-13.8724312105546	1	2
8348	0	8349	7.62642449677647	11.7607372634365	7.68385936509954	11.3895591060959	3	4
9075	0	9082	10.3700969343274	6.19853842647885	10.1846867883982	6.14292099560408	0	2
7717	0	7716	6.01541683421803	-11.9437306439142	6.18140594407514	-11.9641073433297	2	1
4157	0	4156	-8.20818098549653	-9.88895713776206	-8.29053630493894	-9.7661374894558	2	1
9330	0	9339	11.2970156828941	5.93204310961797	11.5607448438921	6.10016956134402	0	4
10735	0	10990	17.6413727495992	-19.1002039952636	17.8613948490276	-18.9015582878967	0	0
7613	0	7611	4.74227868774617	17.9912653528791	5.02359537996095	18.0623854991416	3	1
2992	0	2994	-13.5417893055823	12.2283044625376	-13.48782609504	11.9779454679673	2	4
9780	0	9786	13.5247536445835	-5.66088057835669	13.4629250943772	-5.74904273939149	0	1
5650	0	5657	-2.69266483158511	-15.9886637541457	-2.41279266814441	-15.799873262453	0	2
7241	0	7242	3.8108040438399	-4.50885734556016	3.99351016945663	-4.68531983222295	1	2
2236	0	2238	-16.0305086124367	14.3014572197681	-16.256354702668	14.1977180156706	1	3
10828	0	10827	17.8181203441105	-1.77021363271025	17.669611322379	-1.75334554692589	3	2
5666	0	5673	-2.13917233105597	-13.5686148771891	-2.39101883273167	-13.1629290463218	1	3
5414	0	5156	-3.8968626240898	-13.8903768413029	-3.53800641521654	-13.944606433954	4	1
8087	0	8088	6.64507693081785	10.9267805805955	6.36777853538071	10.5939967756336	2	3
10559	0	10557	16.6784044401698	-5.20181729530108	16.7961787133213	-5.55590675426075	4	2
9014	0	9012	10.5427338908677	-7.87511844960562	10.4263725814196	-7.62678870750003	4	2
8367	0	8366	7.68520723055406	16.2107834616766	7.96025378204749	16.2279619133152	2	1
2126	0	2383	-15.8078081464688	-7.76435230034389	-15.3839412262576	-7.59386719076114	1	3
4436	0	4685	-6.82066467446026	-5.08628792812995	-6.55185333955825	-5.17205223812221	1	0
4680	0	4426	-6.6224830970532	-6.38614152694623	-6.70066790157595	-6.33869235894763	0	1
10901	0	11157	18.380075932277	13.1951543020615	18.5166183738116	13.2355063048616	1	2
9153	0	9151	11.1906272037657	19.896990367457	10.9044586511331	19.9814133279283	3	1
2903	0	2895	-13.7538325994995	-6.11476152892447	-13.7616394789713	-6.16537816416416	3	0
6400	0	6153	0.0234800308069099	-19.1266341933083	-0.294079733904254	-18.9923536624875	0	3
10108	0	10107	14.6483153861433	7.16453762974715	14.5431518521243	6.95256712998124	3	2
5187	0	5186	-4.08428047792571	-8.03459176640134	-3.71754249738833	-8.16633439999001	2	1
11343	0	11342	19.7555558566586	-0.918961806718618	19.7603882290839	-0.818297485549176	3	2
5475	0	5222	-3.95421537350961	-0.425955301223895	-3.97321821561106	-0.454631607796872	0	2
8453	0	8450	8.19371251845127	-17.683330335213	8.3544969494548	-17.434286304413	3	0
2329	0	2072	-15.9691745431489	-18.8878706025161	-16.0625650167339	-18.6818120260559	4	2
6339	0	6337	-0.345881828132792	18.0425470448162	-0.392474131190239	18.3012914375254	4	2
4544	0	4286	-7.78405016272672	16.4187930108933	-8.12283458209026	16.2952003613031	4	1
6789	0	6532	0.901029469755743	6.44255796044129	0.629230300676933	6.50404696948341	4	2
10582	0	10584	16.3283341212146	0.187818467429296	16.3901874733107	0.088451580235071	2	4
10644	0	10387	15.8909683217617	11.8795123778831	16.0593232007051	12.126879919545	4	2
5009	0	5000	-5.61382179843193	6.77461106818507	-5.75137114984534	6.65709298906606	4	0
5262	0	5515	-3.88122027072011	7.45415695061691	-3.71537020328187	7.56808846985755	2	0
9494	0	9231	11.9401823708281	-14.4816391439359	11.7360860462021	-14.4498684089052	4	1
1476	0	1477	-19.2845966613809	15.2664120054503	-19.5483969578113	15.3467032709378	1	2
