Entity,Code,Year,Avocados | 00000572 || Production | 005510 || tonnes
Northern America (FAO),,2009,270813
Northern America (FAO),,2010,158150
Northern America (FAO),,2011,205432
Northern America (FAO),,2012,238495
Northern America (FAO),,2013,166106
Northern America (FAO),,2014,179124
Northern America (FAO),,2015,207750
Northern America (FAO),,2016,125237
Northern America (FAO),,2017,170260
Northern America (FAO),,2018,168530
Northern America (FAO),,2019,122669.56
Northern America (FAO),,2020,187433.48
Northern America (FAO),,2021,136750
Northern Europe (FAO),,2018,0
Northern Europe (FAO),,2019,0
Northern Europe (FAO),,2020,0
Northern Europe (FAO),,2021,0
Oceania,,1961,2040
Oceania,,1962,2100
Oceania,,1963,2320
Oceania,,1964,2410
Oceania,,1965,2590
Oceania,,1966,2650
Oceania,,1967,2860
Oceania,,1968,2920
Oceania,,1969,3080
Oceania,,1970,3190
Oceania,,1971,3360
Oceania,,1972,3451
Oceania,,1973,3269
Oceania,,1974,3324
Oceania,,1975,3604
Oceania,,1976,3232
Oceania,,1977,3308
Oceania,,1978,3708
Oceania,,1979,4189
Oceania,,1980,4367
Oceania,,1981,5330
Oceania,,1982,6470
Oceania,,1983,8810
Oceania,,1984,9710
Oceania,,1985,9980
Oceania,,1986,12470
Oceania,,1987,12496
Oceania,,1988,13589
Oceania,,1989,13629
Oceania,,1990,15446
Oceania,,1991,15811
Oceania,,1992,16195
Oceania,,1993,16566.75
Oceania,,1994,17612
Oceania,,1995,19665.95
Oceania,,1996,20939.5
Oceania,,1997,25100
Oceania,,1998,26491
Oceania,,1999,34721.48
Oceania,,2000,37783.32
Oceania,,2001,43076.94
Oceania,,2002,43011.57
Oceania,,2003,52272.44
Oceania,,2004,54735.35
Oceania,,2005,56696.84
Oceania,,2006,50559.35
Oceania,,2007,68544.89
Oceania,,2008,63328.54
Oceania,,2009,60320.06
Oceania,,2010,64809.82
Oceania,,2011,59174.93
Oceania,,2012,75832
Oceania,,2013,78986.93
Oceania,,2014,83301.25
Oceania,,2015,79869.91
Oceania,,2016,104099.14
Oceania,,2017,85034.29
Oceania,,2018,97872.87
Oceania,,2019,116089.55
Oceania,,2020,116403.83
Oceania,,2021,125820.266
Oceania (FAO),,1961,2040
Oceania (FAO),,1962,2100
Oceania (FAO),,1963,2320
Oceania (FAO),,1964,2410
Oceania (FAO),,1965,2590
Oceania (FAO),,1966,2650
Oceania (FAO),,1967,2860
Oceania (FAO),,1968,2920
Oceania (FAO),,1969,3080
Oceania (FAO),,1970,3190
Oceania (FAO),,1971,3360
Oceania (FAO),,1972,3451
Oceania (FAO),,1973,3269
Oceania (FAO),,1974,3324
Oceania (FAO),,1975,3604
Oceania (FAO),,1976,3232
Oceania (FAO),,1977,3308
Oceania (FAO),,1978,3708
Oceania (FAO),,1979,4189
Oceania (FAO),,1980,4367
Oceania (FAO),,1981,5330
Oceania (FAO),,1982,6470
Oceania (FAO),,1983,8810
Oceania (FAO),,1984,9710
Oceania (FAO),,1985,9980
Oceania (FAO),,1986,12470
Oceania (FAO),,1987,12496
Oceania (FAO),,1988,13589
Oceania (FAO),,1989,13629
Oceania (FAO),,1990,15446
Oceania (FAO),,1991,15811
Oceania (FAO),,1992,16195
Oceania (FAO),,1993,16566.75
Oceania (FAO),,1994,17612
Oceania (FAO),,1995,19665.95
Oceania (FAO),,1996,20939.49
Oceania (FAO),,1997,25100
Oceania (FAO),,1998,26491
Oceania (FAO),,1999,34721.48
Oceania (FAO),,2000,37783.32
Oceania (FAO),,2001,43076.94
Oceania (FAO),,2002,43011.57
Oceania (FAO),,2003,52272.43
Oceania (FAO),,2004,54735.35
Oceania (FAO),,2005,56696.84
Oceania (FAO),,2006,50559.35
Oceania (FAO),,2007,68544.89
Oceania (FAO),,2008,63328.54
Oceania (FAO),,2009,60320.07
Oceania (FAO),,2010,64809.82
Oceania (FAO),,2011,59174.93
Oceania (FAO),,2012,75832
Oceania (FAO),,2013,78986.93
Oceania (FAO),,2014,83301.25
Oceania (FAO),,2015,79869.91
Oceania (FAO),,2016,104099.14
Oceania (FAO),,2017,85034.29
Oceania (FAO),,2018,97872.86
Oceania (FAO),,2019,116089.56
Oceania (FAO),,2020,116403.82
Oceania (FAO),,2021,125820.27
Palestine,PSE,1991,0
Palestine,PSE,1992,0
Palestine,PSE,1993,0
Palestine,PSE,1994,19
Palestine,PSE,1995,41
Palestine,PSE,1996,0
Palestine,PSE,1997,156
Palestine,PSE,1998,74
Palestine,PSE,1999,63
Palestine,PSE,2000,121
Palestine,PSE,2001,325
Palestine,PSE,2002,290
Palestine,PSE,2003,268
Palestine,PSE,2004,268
Palestine,PSE,2005,479
Palestine,PSE,2006,376
Palestine,PSE,2007,377
Palestine,PSE,2008,344
Palestine,PSE,2009,385.64
Palestine,PSE,2010,480
Palestine,PSE,2011,580
Palestine,PSE,2012,600
Palestine,PSE,2013,570
Palestine,PSE,2014,550
Palestine,PSE,2015,625.94
Palestine,PSE,2016,676.57
Palestine,PSE,2017,718.73
Palestine,PSE,2018,800
Palestine,PSE,2019,807.94
Palestine,PSE,2020,800.28
Palestine,PSE,2021,820.75
Panama,PAN,1961,5100
Panama,PAN,1962,5300
Panama,PAN,1963,5500
Panama,PAN,1964,5600
Panama,PAN,1965,5800
Panama,PAN,1966,6000
Panama,PAN,1967,6200
Panama,PAN,1968,6400
Panama,PAN,1969,6600
Panama,PAN,1970,2400
Panama,PAN,1971,2300
Panama,PAN,1972,2200
Panama,PAN,1973,2200
Panama,PAN,1974,2100
Panama,PAN,1975,2098
Panama,PAN,1976,2047
Panama,PAN,1977,1998
Panama,PAN,1978,1950
Panama,PAN,1979,1904
Panama,PAN,1980,2133
Panama,PAN,1981,2113
Panama,PAN,1982,2093
Panama,PAN,1983,2073
Panama,PAN,1984,2053
Panama,PAN,1985,2034
Panama,PAN,1986,2015
Panama,PAN,1987,1995
Panama,PAN,1988,1977
Panama,PAN,1989,2174
Panama,PAN,1990,2671
Panama,PAN,1991,2697
Panama,PAN,1992,2724
Panama,PAN,1993,2762
Panama,PAN,1994,2778
Panama,PAN,1995,2806
Panama,PAN,1996,2834
Panama,PAN,1997,2862
Panama,PAN,1998,2890
Panama,PAN,1999,2919
Panama,PAN,2000,2948
Panama,PAN,2001,3402
Panama,PAN,2002,3485
Panama,PAN,2003,3571
Panama,PAN,2004,3695.7
Panama,PAN,2005,3732
Panama,PAN,2006,3821
Panama,PAN,2007,3914
Panama,PAN,2008,4010
Panama,PAN,2009,4108
Panama,PAN,2010,12623
Panama,PAN,2011,10319
Panama,PAN,2012,7878
Panama,PAN,2013,7956
Panama,PAN,2014,8035
Panama,PAN,2015,8115
Panama,PAN,2016,8195
Panama,PAN,2017,8276
Panama,PAN,2018,8358
Panama,PAN,2019,10781
Panama,PAN,2020,13000
Panama,PAN,2021,13044.65
Paraguay,PRY,1961,10000
Paraguay,PRY,1962,10000
Paraguay,PRY,1963,8000
Paraguay,PRY,1964,8200
Paraguay,PRY,1965,8600
Paraguay,PRY,1966,8900
Paraguay,PRY,1967,9200
Paraguay,PRY,1968,11200
Paraguay,PRY,1969,12800
Paraguay,PRY,1970,14500
Paraguay,PRY,1971,15000
Paraguay,PRY,1972,15500
Paraguay,PRY,1973,15900
Paraguay,PRY,1974,16000
Paraguay,PRY,1975,15700
Paraguay,PRY,1976,16200
Paraguay,PRY,1977,15700
Paraguay,PRY,1978,16800
Paraguay,PRY,1979,17300
Paraguay,PRY,1980,17000
Paraguay,PRY,1981,16500
Paraguay,PRY,1982,16300
Paraguay,PRY,1983,16800
Paraguay,PRY,1984,17334
Paraguay,PRY,1985,17850
Paraguay,PRY,1986,18029
Paraguay,PRY,1987,18106
Paraguay,PRY,1988,16312
Paraguay,PRY,1989,16296
Paraguay,PRY,1990,15847
Paraguay,PRY,1991,15407
Paraguay,PRY,1992,14978
Paraguay,PRY,1993,14678
Paraguay,PRY,1994,14825
Paraguay,PRY,1995,13528
Paraguay,PRY,1996,12344
Paraguay,PRY,1997,11264
Paraguay,PRY,1998,11500
Paraguay,PRY,1999,12000
Paraguay,PRY,2000,12268.47
Paraguay,PRY,2001,12500
Paraguay,PRY,2002,13000
Paraguay,PRY,2003,13500
Paraguay,PRY,2004,13000
Paraguay,PRY,2005,13160
Paraguay,PRY,2006,13378.09
Paraguay,PRY,2007,13500
Paraguay,PRY,2008,13746.91
Paraguay,PRY,2009,14000
Paraguay,PRY,2010,14484.72
Paraguay,PRY,2011,14946.35
Paraguay,PRY,2012,15500
Paraguay,PRY,2013,15919.21
Paraguay,PRY,2014,16308.04
Paraguay,PRY,2015,14032.34
Paraguay,PRY,2016,15419.86
Paraguay,PRY,2017,15660.77
Paraguay,PRY,2018,15774.58
Paraguay,PRY,2019,15983.3
Paraguay,PRY,2020,15806.22
Paraguay,PRY,2021,15854.7
Peru,PER,1961,19910
Peru,PER,1962,20930
Peru,PER,1963,22460
Peru,PER,1964,23645
Peru,PER,1965,29815
Peru,PER,1966,46522
Peru,PER,1967,45305
Peru,PER,1968,49053
Peru,PER,1969,66388
Peru,PER,1970,87396
Peru,PER,1971,96384
Peru,PER,1972,104904
Peru,PER,1973,104253
Peru,PER,1974,104047
Peru,PER,1975,85788
Peru,PER,1976,82938
Peru,PER,1977,83916
Peru,PER,1978,83480
Peru,PER,1979,82606
Peru,PER,1980,73518
Peru,PER,1981,77005
Peru,PER,1982,86107
Peru,PER,1983,77556
Peru,PER,1984,83012
Peru,PER,1985,70707
Peru,PER,1986,80148
Peru,PER,1987,83873
Peru,PER,1988,86200
Peru,PER,1989,87318
Peru,PER,1990,87928
Peru,PER,1991,85709
Peru,PER,1992,96181
Peru,PER,1993,92658
Peru,PER,1994,53112
Peru,PER,1995,53145
Peru,PER,1996,64408
Peru,PER,1997,72093
Peru,PER,1998,67222
Peru,PER,1999,78037
Peru,PER,2000,83671
Peru,PER,2001,93459
Peru,PER,2002,94236
Peru,PER,2003,99975
Peru,PER,2004,108460
Peru,PER,2005,103417
Peru,PER,2006,113259
Peru,PER,2007,121720
Peru,PER,2008,136303
Peru,PER,2009,157415
Peru,PER,2010,184370
Peru,PER,2011,213662
Peru,PER,2012,268525.28
Peru,PER,2013,288387
Peru,PER,2014,349317
Peru,PER,2015,367110
Peru,PER,2016,455394.16
Peru,PER,2017,466796
Peru,PER,2018,504839.75
Peru,PER,2019,571991.9
Peru,PER,2020,672232.25
Peru,PER,2021,777095.94
Philippines,PHL,1961,13320
Philippines,PHL,1962,13000
Philippines,PHL,1963,13900
Philippines,PHL,1964,14423
Philippines,PHL,1965,15885
Philippines,PHL,1966,15885
Philippines,PHL,1967,16961
Philippines,PHL,1968,14381
Philippines,PHL,1969,15179
Philippines,PHL,1970,18090
Philippines,PHL,1971,15189
Philippines,PHL,1972,20663
Philippines,PHL,1973,17414
Philippines,PHL,1974,19800
Philippines,PHL,1975,21118
Philippines,PHL,1976,23980
Philippines,PHL,1977,28074
Philippines,PHL,1978,27260
Philippines,PHL,1979,27506
Philippines,PHL,1980,27503
Philippines,PHL,1981,25300
Philippines,PHL,1982,24924
Philippines,PHL,1983,20955
Philippines,PHL,1984,21564
Philippines,PHL,1985,20630
Philippines,PHL,1986,21882
Philippines,PHL,1987,22271
Philippines,PHL,1988,21594
Philippines,PHL,1989,24000
Philippines,PHL,1990,28000
Philippines,PHL,1991,46122.92
Philippines,PHL,1992,46935.57
Philippines,PHL,1993,47104.93
Philippines,PHL,1994,47001.41
Philippines,PHL,1995,47023.28
Philippines,PHL,1996,46303.44
Philippines,PHL,1997,43699.71
Philippines,PHL,1998,37548
Philippines,PHL,1999,38820.19
Philippines,PHL,2000,38086
Philippines,PHL,2001,37404.49
Philippines,PHL,2002,37957
Philippines,PHL,2003,35124.84
Philippines,PHL,2004,30797.35
Philippines,PHL,2005,27754.83
Philippines,PHL,2006,25617
Philippines,PHL,2007,24975
Philippines,PHL,2008,24180
Philippines,PHL,2009,22763
Philippines,PHL,2010,22029
Philippines,PHL,2011,20993
Philippines,PHL,2012,20908.64
Philippines,PHL,2013,20397.48
Philippines,PHL,2014,20060.89
Philippines,PHL,2015,19994.89
Philippines,PHL,2016,19571.85
Philippines,PHL,2017,19439.95
Philippines,PHL,2018,19442.64
Philippines,PHL,2019,19596.88
Philippines,PHL,2020,20054.72
Philippines,PHL,2021,19874.96
Poland,POL,2018,0
Poland,POL,2019,0
Poland,POL,2020,0
Poland,POL,2021,0
Polynesia,OWID_PYA,1961,1640
Polynesia,OWID_PYA,1962,1700
Polynesia,OWID_PYA,1963,1820
Polynesia,OWID_PYA,1964,1910
Polynesia,OWID_PYA,1965,1990
Polynesia,OWID_PYA,1966,2050
Polynesia,OWID_PYA,1967,2160
Polynesia,OWID_PYA,1968,2220
Polynesia,OWID_PYA,1969,2280
Polynesia,OWID_PYA,1970,2390
Polynesia,OWID_PYA,1971,2460
Polynesia,OWID_PYA,1972,2510
Polynesia,OWID_PYA,1973,2581
Polynesia,OWID_PYA,1974,2641
Polynesia,OWID_PYA,1975,2882
Polynesia,OWID_PYA,1976,2632
Polynesia,OWID_PYA,1977,2632
Polynesia,OWID_PYA,1978,2650
Polynesia,OWID_PYA,1979,2700
Polynesia,OWID_PYA,1980,2600
Polynesia,OWID_PYA,1981,2700
Polynesia,OWID_PYA,1982,2750
Polynesia,OWID_PYA,1983,2800
Polynesia,OWID_PYA,1984,2850
Polynesia,OWID_PYA,1985,2300
Polynesia,OWID_PYA,1986,1970
Polynesia,OWID_PYA,1987,1698
Polynesia,OWID_PYA,1988,1207
Polynesia,OWID_PYA,1989,1027
Polynesia,OWID_PYA,1990,964
Polynesia,OWID_PYA,1991,1061
Polynesia,OWID_PYA,1992,1240
Polynesia,OWID_PYA,1993,1141.75
Polynesia,OWID_PYA,1994,1062
Polynesia,OWID_PYA,1995,1025.95
Polynesia,OWID_PYA,1996,1023.49
Polynesia,OWID_PYA,1997,1028
Polynesia,OWID_PYA,1998,1017
Polynesia,OWID_PYA,1999,1110.48
Polynesia,OWID_PYA,2000,1201.32
Polynesia,OWID_PYA,2001,1182.94
Polynesia,OWID_PYA,2002,1128.57
Polynesia,OWID_PYA,2003,1099.43
Polynesia,OWID_PYA,2004,1086.35
Polynesia,OWID_PYA,2005,1092.84
Polynesia,OWID_PYA,2006,1107.35
Polynesia,OWID_PYA,2007,1306.89
Polynesia,OWID_PYA,2008,1328.54
Polynesia,OWID_PYA,2009,1342.07
Polynesia,OWID_PYA,2010,1324.25
Polynesia,OWID_PYA,2011,1349.93
Polynesia,OWID_PYA,2012,1381
Polynesia,OWID_PYA,2013,1404.93
Polynesia,OWID_PYA,2014,1432.25
Polynesia,OWID_PYA,2015,1472.91
Polynesia,OWID_PYA,2016,1499.14
Polynesia,OWID_PYA,2017,1533.29
Polynesia,OWID_PYA,2018,1501.78
Polynesia,OWID_PYA,2019,1514.64
Polynesia,OWID_PYA,2020,1518.68
Polynesia,OWID_PYA,2021,1513.23
Portugal,PRT,1990,21300
Portugal,PRT,1991,20300
Portugal,PRT,1992,19400
Portugal,PRT,1993,16300
Portugal,PRT,1994,13000
Portugal,PRT,1995,0
Portugal,PRT,1996,0
Portugal,PRT,1997,0
Portugal,PRT,1998,0
Portugal,PRT,1999,0
Portugal,PRT,2000,0
Portugal,PRT,2001,0
Portugal,PRT,2002,0
Portugal,PRT,2003,0
Portugal,PRT,2004,0
Portugal,PRT,2005,0
Portugal,PRT,2006,0
Portugal,PRT,2007,0
Portugal,PRT,2008,0
Portugal,PRT,2009,0
Portugal,PRT,2010,0
Portugal,PRT,2011,0
Portugal,PRT,2012,0
Portugal,PRT,2013,0
Portugal,PRT,2014,0
Portugal,PRT,2015,0
Portugal,PRT,2016,0
Portugal,PRT,2017,0
Portugal,PRT,2019,13370
Portugal,PRT,2020,16560
Portugal,PRT,2021,20170
Puerto Rico,PRI,1961,4767
Puerto Rico,PRI,1962,4336
Puerto Rico,PRI,1963,4858
Puerto Rico,PRI,1964,5822
Puerto Rico,PRI,1965,5720
Puerto Rico,PRI,1966,5720
Puerto Rico,PRI,1967,5788
Puerto Rico,PRI,1968,5902
Puerto Rico,PRI,1969,5902
Puerto Rico,PRI,1970,5675
Puerto Rico,PRI,1971,5448
Puerto Rico,PRI,1972,5221
Puerto Rico,PRI,1973,5902
Puerto Rico,PRI,1974,4540
Puerto Rico,PRI,1975,4767
Puerto Rico,PRI,1976,4052
Puerto Rico,PRI,1977,3794
Puerto Rico,PRI,1978,4536
Puerto Rico,PRI,1979,3629
Puerto Rico,PRI,1980,3289
Puerto Rico,PRI,1981,3221
Puerto Rico,PRI,1982,4150
Puerto Rico,PRI,1983,3629
Puerto Rico,PRI,1984,3402
Puerto Rico,PRI,1985,3515
Puerto Rico,PRI,1986,3946
Puerto Rico,PRI,1987,3924
Puerto Rico,PRI,1988,4990
Puerto Rico,PRI,1989,4264
Puerto Rico,PRI,1990,4286
Puerto Rico,PRI,1991,4264
Puerto Rico,PRI,1992,3768
Puerto Rico,PRI,1993,3677
Puerto Rico,PRI,1994,3087
Puerto Rico,PRI,1995,2427
Puerto Rico,PRI,1996,2109
Puerto Rico,PRI,1997,2100
Puerto Rico,PRI,1998,1930
Puerto Rico,PRI,1999,1828
Puerto Rico,PRI,2000,2067
Puerto Rico,PRI,2001,1964
Puerto Rico,PRI,2002,2733
Puerto Rico,PRI,2003,2646
Puerto Rico,PRI,2004,4780
Puerto Rico,PRI,2005,1879
Puerto Rico,PRI,2006,2092.67
Puerto Rico,PRI,2007,1958.6
Puerto Rico,PRI,2008,2000
Puerto Rico,PRI,2009,1704.4
Puerto Rico,PRI,2010,1480.89
Puerto Rico,PRI,2011,1321.16
Puerto Rico,PRI,2012,1171.01
Puerto Rico,PRI,2013,1027.02
Puerto Rico,PRI,2014,513.69
Puerto Rico,PRI,2015,438.4
Puerto Rico,PRI,2016,631.45
Puerto Rico,PRI,2017,527.85
Puerto Rico,PRI,2018,532.57
Puerto Rico,PRI,2019,563.95
Puerto Rico,PRI,2020,514.9
Puerto Rico,PRI,2021,537.14
Reunion,REU,1978,500
Reunion,REU,1979,600
Reunion,REU,1980,650
Reunion,REU,1981,700
Reunion,REU,1982,750
Reunion,REU,1983,800
Reunion,REU,1984,952
Reunion,REU,1985,800
Reunion,REU,1986,800
Reunion,REU,1987,202
Reunion,REU,1988,202
Reunion,REU,1989,202
Reunion,REU,1990,202
Reunion,REU,1991,202
Reunion,REU,1992,202
Reunion,REU,1993,182
Reunion,REU,1994,180
Reunion,REU,1995,180
Reunion,REU,1996,180
Reunion,REU,1997,200
Reunion,REU,1998,230
Reunion,REU,1999,250
Reunion,REU,2000,270
Reunion,REU,2001,300
Reunion,REU,2002,320
Reunion,REU,2003,350
Reunion,REU,2004,380
Reunion,REU,2005,400
Reunion,REU,2006,450
Romania,ROU,2018,0
Romania,ROU,2019,0
Romania,ROU,2020,0
Romania,ROU,2021,0
Rwanda,RWA,1991,0
Rwanda,RWA,1992,0
Rwanda,RWA,1993,0
Rwanda,RWA,1994,0
Rwanda,RWA,1995,0
Rwanda,RWA,1996,0
Rwanda,RWA,1997,0
Rwanda,RWA,1998,3000
Rwanda,RWA,1999,3500
Rwanda,RWA,2000,3500
Rwanda,RWA,2001,3500
Rwanda,RWA,2002,4000
Rwanda,RWA,2003,4000
Rwanda,RWA,2004,4000
Rwanda,RWA,2005,4500
Rwanda,RWA,2006,4500
Rwanda,RWA,2007,5000
Rwanda,RWA,2008,9290
Rwanda,RWA,2009,10500
Rwanda,RWA,2010,5700
Rwanda,RWA,2011,8800
Rwanda,RWA,2012,5000
Rwanda,RWA,2013,8300
Rwanda,RWA,2014,7600
Rwanda,RWA,2015,9200
Rwanda,RWA,2016,9295.82
Rwanda,RWA,2017,6912.43
Rwanda,RWA,2018,8597.46
Rwanda,RWA,2019,6600.51
Rwanda,RWA,2020,6477.49
Rwanda,RWA,2021,5950.33
Saint Lucia,LCA,1961,310
Saint Lucia,LCA,1962,315
Saint Lucia,LCA,1963,320
Saint Lucia,LCA,1964,325
Saint Lucia,LCA,1965,330
Saint Lucia,LCA,1966,335
Saint Lucia,LCA,1967,340
Saint Lucia,LCA,1968,345
Saint Lucia,LCA,1969,350
Saint Lucia,LCA,1970,355
Saint Lucia,LCA,1971,360
Saint Lucia,LCA,1972,365
Saint Lucia,LCA,1973,370
Saint Lucia,LCA,1974,375
Saint Lucia,LCA,1975,380
Saint Lucia,LCA,1976,390
Saint Lucia,LCA,1977,400
Saint Lucia,LCA,1978,410
Saint Lucia,LCA,1979,420
Saint Lucia,LCA,1980,430
Saint Lucia,LCA,1981,440
Saint Lucia,LCA,1982,450
Saint Lucia,LCA,1983,460
Saint Lucia,LCA,1984,470
Saint Lucia,LCA,1985,470
Saint Lucia,LCA,1986,480
Saint Lucia,LCA,1987,500
Saint Lucia,LCA,1988,510
Saint Lucia,LCA,1989,520
Saint Lucia,LCA,1990,500
Saint Lucia,LCA,1991,450
Saint Lucia,LCA,1992,400
Saint Lucia,LCA,1993,350
Saint Lucia,LCA,1994,300
Saint Lucia,LCA,1995,250
Saint Lucia,LCA,1996,490
Saint Lucia,LCA,1997,410
Saint Lucia,LCA,1998,220
Saint Lucia,LCA,1999,331
Saint Lucia,LCA,2000,396
Saint Lucia,LCA,2001,350
Saint Lucia,LCA,2002,300
Saint Lucia,LCA,2003,280
Saint Lucia,LCA,2004,329
Saint Lucia,LCA,2005,215
Saint Lucia,LCA,2006,323
Saint Lucia,LCA,2007,284
Saint Lucia,LCA,2008,458
Saint Lucia,LCA,2009,252
Saint Lucia,LCA,2010,230
Saint Lucia,LCA,2011,200
Saint Lucia,LCA,2012,168.4
Saint Lucia,LCA,2013,155.9
Saint Lucia,LCA,2014,165
Saint Lucia,LCA,2015,228.9
Saint Lucia,LCA,2016,249.59
Saint Lucia,LCA,2017,287
Saint Lucia,LCA,2018,335
Saint Lucia,LCA,2019,344
Saint Lucia,LCA,2020,265
Saint Lucia,LCA,2021,304
Samoa,WSM,1961,1190
Samoa,WSM,1962,1250
Samoa,WSM,1963,1320
Samoa,WSM,1964,1380
Samoa,WSM,1965,1440
Samoa,WSM,1966,1500
Samoa,WSM,1967,1560
Samoa,WSM,1968,1620
Samoa,WSM,1969,1680
Samoa,WSM,1970,1740
Samoa,WSM,1971,1800
Samoa,WSM,1972,1850
Samoa,WSM,1973,1910
Samoa,WSM,1974,1970
Samoa,WSM,1975,2032
Samoa,WSM,1976,2032
Samoa,WSM,1977,2032
Samoa,WSM,1978,2050
Samoa,WSM,1979,2100
Samoa,WSM,1980,2100
Samoa,WSM,1981,2200
Samoa,WSM,1982,2250
Samoa,WSM,1983,2300
Samoa,WSM,1984,2350
Samoa,WSM,1985,1800
Samoa,WSM,1986,1300
Samoa,WSM,1987,1000
Samoa,WSM,1988,500
Samoa,WSM,1989,300
Samoa,WSM,1990,400
Samoa,WSM,1991,500
Samoa,WSM,1992,800
Samoa,WSM,1993,800
Samoa,WSM,1994,800
Samoa,WSM,1995,796.82
Samoa,WSM,1996,799.44
Samoa,WSM,1997,800
Samoa,WSM,1998,800
Samoa,WSM,1999,900
Samoa,WSM,2000,1000
Samoa,WSM,2001,1000
Samoa,WSM,2002,972.37
Samoa,WSM,2003,977.62
Samoa,WSM,2004,983.16
Samoa,WSM,2005,988.49
Samoa,WSM,2006,1000
Samoa,WSM,2007,1150
Samoa,WSM,2008,1150
Samoa,WSM,2009,1159.9
Samoa,WSM,2010,1196.18
Samoa,WSM,2011,1221.22
Samoa,WSM,2012,1250
Samoa,WSM,2013,1271.4
Samoa,WSM,2014,1300.25
Samoa,WSM,2015,1339.88
Samoa,WSM,2016,1366.29
Samoa,WSM,2017,1398.99
Samoa,WSM,2018,1368.39
Samoa,WSM,2019,1377.89
Samoa,WSM,2020,1381.76
Samoa,WSM,2021,1376.01
Senegal,SEN,1991,0
Senegal,SEN,1992,0
Senegal,SEN,1993,0
Senegal,SEN,1994,0
Senegal,SEN,1995,0
Senegal,SEN,1996,0
Senegal,SEN,1997,0
Senegal,SEN,1998,0
Senegal,SEN,1999,0
Senegal,SEN,2000,0
Senegal,SEN,2001,0
Senegal,SEN,2002,0
Senegal,SEN,2003,0
Senegal,SEN,2004,0
Senegal,SEN,2005,0
Senegal,SEN,2006,0
Senegal,SEN,2007,0
Senegal,SEN,2008,0
Senegal,SEN,2009,0
Senegal,SEN,2010,0
Senegal,SEN,2011,0
Senegal,SEN,2012,0
Senegal,SEN,2013,0
Senegal,SEN,2014,0
Senegal,SEN,2015,0
Senegal,SEN,2016,0
Senegal,SEN,2017,0
Senegal,SEN,2018,0
Senegal,SEN,2019,0
Senegal,SEN,2020,0
Senegal,SEN,2021,0
Seychelles,SYC,1961,6
Seychelles,SYC,1962,6
Seychelles,SYC,1963,6
Seychelles,SYC,1964,6
Seychelles,SYC,1965,6
Seychelles,SYC,1966,6
Seychelles,SYC,1967,6
Seychelles,SYC,1968,6
Seychelles,SYC,1969,7
Seychelles,SYC,1970,7
Seychelles,SYC,1971,8
Seychelles,SYC,1972,8
Seychelles,SYC,1973,8
Seychelles,SYC,1974,8
Seychelles,SYC,1975,9
Seychelles,SYC,1976,9
Seychelles,SYC,1977,9
Seychelles,SYC,1978,9
Seychelles,SYC,1979,10
Seychelles,SYC,1980,10
Seychelles,SYC,1981,10
Seychelles,SYC,1982,12
Seychelles,SYC,1983,12
Seychelles,SYC,1984,12
Seychelles,SYC,1985,12
Seychelles,SYC,1986,12
Seychelles,SYC,1987,12
Seychelles,SYC,1988,12
Seychelles,SYC,1989,12
Seychelles,SYC,1990,15
Seychelles,SYC,1991,12.82
Seychelles,SYC,1992,12.8
Seychelles,SYC,1993,13.05
Seychelles,SYC,1994,13.85
Seychelles,SYC,1995,15
Seychelles,SYC,1996,13.89
Seychelles,SYC,1997,13.74
Seychelles,SYC,1998,13.59
Seychelles,SYC,1999,13.43
Seychelles,SYC,2000,13.29
Seychelles,SYC,2001,13.14
Seychelles,SYC,2002,12.79
Seychelles,SYC,2003,12.69
Seychelles,SYC,2004,12.6
Seychelles,SYC,2005,12.51
Seychelles,SYC,2006,12.43
Seychelles,SYC,2007,12
Seychelles,SYC,2008,12
Seychelles,SYC,2009,12
Seychelles,SYC,2010,12
Seychelles,SYC,2011,11.53
Seychelles,SYC,2012,13
Seychelles,SYC,2013,12.88
Seychelles,SYC,2014,12.85
Seychelles,SYC,2015,12.58
Seychelles,SYC,2016,12.43
Seychelles,SYC,2017,12.37
Seychelles,SYC,2018,12.56
Seychelles,SYC,2019,12.66
Seychelles,SYC,2020,12.69
Seychelles,SYC,2021,12.71
Slovakia,SVK,2018,0
Slovakia,SVK,2019,0
Slovakia,SVK,2020,0
Slovakia,SVK,2021,0
Slovenia,SVN,2018,0
Slovenia,SVN,2019,0
Slovenia,SVN,2020,0
Slovenia,SVN,2021,0
Small Island Developing States (FAO),,1961,195065
Small Island Developing States (FAO),,1962,195877
Small Island Developing States (FAO),,1963,200245
Small Island Developing States (FAO),,1964,210819
Small Island Developing States (FAO),,1965,206526
Small Island Developing States (FAO),,1966,187781
Small Island Developing States (FAO),,1967,205067
Small Island Developing States (FAO),,1968,196381
Small Island Developing States (FAO),,1969,199759
Small Island Developing States (FAO),,1970,201955
Small Island Developing States (FAO),,1971,199987
Small Island Developing States (FAO),,1972,208708
Small Island Developing States (FAO),,1973,213016
Small Island Developing States (FAO),,1974,216739
Small Island Developing States (FAO),,1975,222281
Small Island Developing States (FAO),,1976,221944
Small Island Developing States (FAO),,1977,220945
Small Island Developing States (FAO),,1978,228851
Small Island Developing States (FAO),,1979,222755
Small Island Developing States (FAO),,1980,210070
Small Island Developing States (FAO),,1981,216012
Small Island Developing States (FAO),,1982,230111
Small Island Developing States (FAO),,1983,232602
Small Island Developing States (FAO),,1984,230332
