inventory_id,film_id,store_id,last_update
86,17,2,"2006-02-15 05:09:17"
87,18,1,"2006-02-15 05:09:17"
88,18,1,"2006-02-15 05:09:17"
89,18,1,"2006-02-15 05:09:17"
90,18,2,"2006-02-15 05:09:17"
91,18,2,"2006-02-15 05:09:17"
92,18,2,"2006-02-15 05:09:17"
93,19,1,"2006-02-15 05:09:17"
94,19,1,"2006-02-15 05:09:17"
95,19,1,"2006-02-15 05:09:17"
96,19,1,"2006-02-15 05:09:17"
97,19,2,"2006-02-15 05:09:17"
98,19,2,"2006-02-15 05:09:17"
99,20,1,"2006-02-15 05:09:17"
100,20,1,"2006-02-15 05:09:17"
101,20,1,"2006-02-15 05:09:17"
102,21,1,"2006-02-15 05:09:17"
103,21,1,"2006-02-15 05:09:17"
104,21,2,"2006-02-15 05:09:17"
105,21,2,"2006-02-15 05:09:17"
106,21,2,"2006-02-15 05:09:17"
107,21,2,"2006-02-15 05:09:17"
108,22,1,"2006-02-15 05:09:17"
109,22,1,"2006-02-15 05:09:17"
110,22,1,"2006-02-15 05:09:17"
111,22,1,"2006-02-15 05:09:17"
112,22,2,"2006-02-15 05:09:17"
113,22,2,"2006-02-15 05:09:17"
114,22,2,"2006-02-15 05:09:17"
115,23,1,"2006-02-15 05:09:17"
116,23,1,"2006-02-15 05:09:17"
117,23,1,"2006-02-15 05:09:17"
118,23,2,"2006-02-15 05:09:17"
119,23,2,"2006-02-15 05:09:17"
120,24,1,"2006-02-15 05:09:17"
121,24,1,"2006-02-15 05:09:17"
122,24,1,"2006-02-15 05:09:17"
123,24,1,"2006-02-15 05:09:17"
124,25,1,"2006-02-15 05:09:17"
125,25,1,"2006-02-15 05:09:17"
126,25,1,"2006-02-15 05:09:17"
127,25,1,"2006-02-15 05:09:17"
128,25,2,"2006-02-15 05:09:17"
129,25,2,"2006-02-15 05:09:17"
130,26,1,"2006-02-15 05:09:17"
131,26,1,"2006-02-15 05:09:17"
132,26,2,"2006-02-15 05:09:17"
133,26,2,"2006-02-15 05:09:17"
134,26,2,"2006-02-15 05:09:17"
135,27,1,"2006-02-15 05:09:17"
136,27,1,"2006-02-15 05:09:17"
137,27,1,"2006-02-15 05:09:17"
138,27,1,"2006-02-15 05:09:17"
139,28,1,"2006-02-15 05:09:17"
140,28,1,"2006-02-15 05:09:17"
141,28,1,"2006-02-15 05:09:17"
142,29,1,"2006-02-15 05:09:17"
143,29,1,"2006-02-15 05:09:17"
144,30,1,"2006-02-15 05:09:17"
145,30,1,"2006-02-15 05:09:17"
146,31,1,"2006-02-15 05:09:17"
147,31,1,"2006-02-15 05:09:17"
148,31,1,"2006-02-15 05:09:17"
149,31,1,"2006-02-15 05:09:17"
150,31,2,"2006-02-15 05:09:17"
151,31,2,"2006-02-15 05:09:17"
152,31,2,"2006-02-15 05:09:17"
153,31,2,"2006-02-15 05:09:17"
154,32,2,"2006-02-15 05:09:17"
155,32,2,"2006-02-15 05:09:17"
156,34,2,"2006-02-15 05:09:17"
157,34,2,"2006-02-15 05:09:17"
158,34,2,"2006-02-15 05:09:17"
159,34,2,"2006-02-15 05:09:17"
160,35,1,"2006-02-15 05:09:17"
161,35,1,"2006-02-15 05:09:17"
162,35,1,"2006-02-15 05:09:17"
163,35,1,"2006-02-15 05:09:17"
164,35,2,"2006-02-15 05:09:17"
165,35,2,"2006-02-15 05:09:17"
166,35,2,"2006-02-15 05:09:17"
167,37,1,"2006-02-15 05:09:17"
168,37,1,"2006-02-15 05:09:17"
169,37,1,"2006-02-15 05:09:17"
170,37,1,"2006-02-15 05:09:17"
171,37,2,"2006-02-15 05:09:17"
172,37,2,"2006-02-15 05:09:17"
173,37,2,"2006-02-15 05:09:17"
174,39,1,"2006-02-15 05:09:17"
175,39,1,"2006-02-15 05:09:17"
176,39,1,"2006-02-15 05:09:17"
177,39,2,"2006-02-15 05:09:17"
178,39,2,"2006-02-15 05:09:17"
179,39,2,"2006-02-15 05:09:17"
180,39,2,"2006-02-15 05:09:17"
181,40,2,"2006-02-15 05:09:17"
182,40,2,"2006-02-15 05:09:17"
183,40,2,"2006-02-15 05:09:17"
184,40,2,"2006-02-15 05:09:17"
185,42,2,"2006-02-15 05:09:17"
186,42,2,"2006-02-15 05:09:17"
187,42,2,"2006-02-15 05:09:17"
188,42,2,"2006-02-15 05:09:17"
189,43,1,"2006-02-15 05:09:17"
190,43,1,"2006-02-15 05:09:17"
191,43,1,"2006-02-15 05:09:17"
192,43,2,"2006-02-15 05:09:17"
193,43,2,"2006-02-15 05:09:17"
194,43,2,"2006-02-15 05:09:17"
195,43,2,"2006-02-15 05:09:17"
196,44,1,"2006-02-15 05:09:17"
197,44,1,"2006-02-15 05:09:17"
198,44,2,"2006-02-15 05:09:17"
199,44,2,"2006-02-15 05:09:17"
200,44,2,"2006-02-15 05:09:17"
201,45,1,"2006-02-15 05:09:17"
202,45,1,"2006-02-15 05:09:17"
203,45,1,"2006-02-15 05:09:17"
204,45,1,"2006-02-15 05:09:17"
205,45,2,"2006-02-15 05:09:17"
206,45,2,"2006-02-15 05:09:17"
207,46,2,"2006-02-15 05:09:17"
208,46,2,"2006-02-15 05:09:17"
209,46,2,"2006-02-15 05:09:17"
210,47,2,"2006-02-15 05:09:17"
211,47,2,"2006-02-15 05:09:17"
212,48,1,"2006-02-15 05:09:17"
213,48,1,"2006-02-15 05:09:17"
214,48,2,"2006-02-15 05:09:17"
215,48,2,"2006-02-15 05:09:17"
216,49,1,"2006-02-15 05:09:17"
217,49,1,"2006-02-15 05:09:17"
218,49,1,"2006-02-15 05:09:17"
219,49,2,"2006-02-15 05:09:17"
220,49,2,"2006-02-15 05:09:17"
221,49,2,"2006-02-15 05:09:17"
222,50,1,"2006-02-15 05:09:17"
223,50,1,"2006-02-15 05:09:17"
224,50,1,"2006-02-15 05:09:17"
225,50,2,"2006-02-15 05:09:17"
226,50,2,"2006-02-15 05:09:17"
227,51,1,"2006-02-15 05:09:17"
228,51,1,"2006-02-15 05:09:17"
229,51,2,"2006-02-15 05:09:17"
230,51,2,"2006-02-15 05:09:17"
231,51,2,"2006-02-15 05:09:17"
232,51,2,"2006-02-15 05:09:17"
233,52,2,"2006-02-15 05:09:17"
234,52,2,"2006-02-15 05:09:17"
235,53,1,"2006-02-15 05:09:17"
236,53,1,"2006-02-15 05:09:17"
237,54,1,"2006-02-15 05:09:17"
238,54,1,"2006-02-15 05:09:17"
239,54,1,"2006-02-15 05:09:17"
240,54,2,"2006-02-15 05:09:17"
241,54,2,"2006-02-15 05:09:17"
242,55,1,"2006-02-15 05:09:17"
243,55,1,"2006-02-15 05:09:17"
244,55,1,"2006-02-15 05:09:17"
245,55,1,"2006-02-15 05:09:17"
246,55,2,"2006-02-15 05:09:17"
247,55,2,"2006-02-15 05:09:17"
248,56,1,"2006-02-15 05:09:17"
249,56,1,"2006-02-15 05:09:17"
250,56,1,"2006-02-15 05:09:17"
251,56,2,"2006-02-15 05:09:17"
252,56,2,"2006-02-15 05:09:17"
253,57,1,"2006-02-15 05:09:17"
254,57,1,"2006-02-15 05:09:17"
255,57,1,"2006-02-15 05:09:17"
256,57,1,"2006-02-15 05:09:17"
257,57,2,"2006-02-15 05:09:17"
258,57,2,"2006-02-15 05:09:17"
259,57,2,"2006-02-15 05:09:17"
260,58,2,"2006-02-15 05:09:17"
261,58,2,"2006-02-15 05:09:17"
262,58,2,"2006-02-15 05:09:17"
263,58,2,"2006-02-15 05:09:17"
264,59,1,"2006-02-15 05:09:17"
265,59,1,"2006-02-15 05:09:17"
266,59,1,"2006-02-15 05:09:17"
267,59,2,"2006-02-15 05:09:17"
268,59,2,"2006-02-15 05:09:17"
269,60,1,"2006-02-15 05:09:17"
270,60,1,"2006-02-15 05:09:17"
271,60,1,"2006-02-15 05:09:17"
272,61,1,"2006-02-15 05:09:17"
273,61,1,"2006-02-15 05:09:17"
274,61,1,"2006-02-15 05:09:17"
275,61,1,"2006-02-15 05:09:17"
276,61,2,"2006-02-15 05:09:17"
277,61,2,"2006-02-15 05:09:17"
278,62,2,"2006-02-15 05:09:17"
279,62,2,"2006-02-15 05:09:17"
280,63,1,"2006-02-15 05:09:17"
281,63,1,"2006-02-15 05:09:17"
282,63,2,"2006-02-15 05:09:17"
283,63,2,"2006-02-15 05:09:17"
284,64,2,"2006-02-15 05:09:17"
285,64,2,"2006-02-15 05:09:17"
286,64,2,"2006-02-15 05:09:17"
287,65,2,"2006-02-15 05:09:17"
288,65,2,"2006-02-15 05:09:17"
289,65,2,"2006-02-15 05:09:17"
290,65,2,"2006-02-15 05:09:17"
291,66,1,"2006-02-15 05:09:17"
292,66,1,"2006-02-15 05:09:17"
293,66,1,"2006-02-15 05:09:17"
294,67,1,"2006-02-15 05:09:17"
295,67,1,"2006-02-15 05:09:17"
296,67,2,"2006-02-15 05:09:17"
297,67,2,"2006-02-15 05:09:17"
298,67,2,"2006-02-15 05:09:17"
299,67,2,"2006-02-15 05:09:17"
300,68,1,"2006-02-15 05:09:17"
301,68,1,"2006-02-15 05:09:17"
302,68,2,"2006-02-15 05:09:17"
303,68,2,"2006-02-15 05:09:17"
304,69,1,"2006-02-15 05:09:17"
305,69,1,"2006-02-15 05:09:17"
306,69,1,"2006-02-15 05:09:17"
307,69,1,"2006-02-15 05:09:17"
308,69,2,"2006-02-15 05:09:17"
309,69,2,"2006-02-15 05:09:17"
310,69,2,"2006-02-15 05:09:17"
311,69,2,"2006-02-15 05:09:17"
312,70,1,"2006-02-15 05:09:17"
313,70,1,"2006-02-15 05:09:17"
314,70,2,"2006-02-15 05:09:17"
315,70,2,"2006-02-15 05:09:17"
316,71,2,"2006-02-15 05:09:17"
317,71,2,"2006-02-15 05:09:17"
318,71,2,"2006-02-15 05:09:17"
319,71,2,"2006-02-15 05:09:17"
320,72,1,"2006-02-15 05:09:17"
321,72,1,"2006-02-15 05:09:17"
322,72,1,"2006-02-15 05:09:17"
323,72,1,"2006-02-15 05:09:17"
324,72,2,"2006-02-15 05:09:17"
325,72,2,"2006-02-15 05:09:17"
326,73,1,"2006-02-15 05:09:17"
327,73,1,"2006-02-15 05:09:17"
328,73,1,"2006-02-15 05:09:17"
329,73,1,"2006-02-15 05:09:17"
330,73,2,"2006-02-15 05:09:17"
331,73,2,"2006-02-15 05:09:17"
332,73,2,"2006-02-15 05:09:17"
333,73,2,"2006-02-15 05:09:17"
334,74,1,"2006-02-15 05:09:17"
335,74,1,"2006-02-15 05:09:17"
336,74,1,"2006-02-15 05:09:17"
337,74,2,"2006-02-15 05:09:17"
338,74,2,"2006-02-15 05:09:17"
339,75,2,"2006-02-15 05:09:17"
340,75,2,"2006-02-15 05:09:17"
341,75,2,"2006-02-15 05:09:17"
342,76,1,"2006-02-15 05:09:17"
343,76,1,"2006-02-15 05:09:17"
344,76,1,"2006-02-15 05:09:17"
345,77,1,"2006-02-15 05:09:17"
346,77,1,"2006-02-15 05:09:17"
347,77,1,"2006-02-15 05:09:17"
348,77,1,"2006-02-15 05:09:17"
349,77,2,"2006-02-15 05:09:17"
350,77,2,"2006-02-15 05:09:17"
351,78,1,"2006-02-15 05:09:17"
352,78,1,"2006-02-15 05:09:17"
353,78,1,"2006-02-15 05:09:17"
354,78,2,"2006-02-15 05:09:17"
355,78,2,"2006-02-15 05:09:17"
356,78,2,"2006-02-15 05:09:17"
357,78,2,"2006-02-15 05:09:17"
358,79,1,"2006-02-15 05:09:17"
359,79,1,"2006-02-15 05:09:17"
360,79,1,"2006-02-15 05:09:17"
361,79,2,"2006-02-15 05:09:17"
362,79,2,"2006-02-15 05:09:17"
363,79,2,"2006-02-15 05:09:17"
364,80,1,"2006-02-15 05:09:17"
365,80,1,"2006-02-15 05:09:17"
366,80,1,"2006-02-15 05:09:17"
367,80,1,"2006-02-15 05:09:17"
368,81,1,"2006-02-15 05:09:17"
369,81,1,"2006-02-15 05:09:17"
370,81,1,"2006-02-15 05:09:17"
371,81,1,"2006-02-15 05:09:17"
372,82,1,"2006-02-15 05:09:17"
373,82,1,"2006-02-15 05:09:17"
374,83,1,"2006-02-15 05:09:17"
375,83,1,"2006-02-15 05:09:17"
376,83,1,"2006-02-15 05:09:17"
377,83,2,"2006-02-15 05:09:17"
378,83,2,"2006-02-15 05:09:17"
379,84,1,"2006-02-15 05:09:17"
380,84,1,"2006-02-15 05:09:17"
381,84,1,"2006-02-15 05:09:17"
382,84,1,"2006-02-15 05:09:17"
383,85,2,"2006-02-15 05:09:17"
384,85,2,"2006-02-15 05:09:17"
385,85,2,"2006-02-15 05:09:17"
386,85,2,"2006-02-15 05:09:17"
387,86,1,"2006-02-15 05:09:17"
388,86,1,"2006-02-15 05:09:17"
389,86,1,"2006-02-15 05:09:17"
390,86,1,"2006-02-15 05:09:17"
391,86,2,"2006-02-15 05:09:17"
392,86,2,"2006-02-15 05:09:17"
393,86,2,"2006-02-15 05:09:17"
394,86,2,"2006-02-15 05:09:17"
395,88,2,"2006-02-15 05:09:17"
396,88,2,"2006-02-15 05:09:17"
397,88,2,"2006-02-15 05:09:17"
398,88,2,"2006-02-15 05:09:17"
399,89,1,"2006-02-15 05:09:17"
400,89,1,"2006-02-15 05:09:17"
401,89,1,"2006-02-15 05:09:17"
402,89,2,"2006-02-15 05:09:17"
403,89,2,"2006-02-15 05:09:17"
404,89,2,"2006-02-15 05:09:17"
405,90,1,"2006-02-15 05:09:17"
406,90,1,"2006-02-15 05:09:17"
407,90,1,"2006-02-15 05:09:17"
408,90,2,"2006-02-15 05:09:17"
409,90,2,"2006-02-15 05:09:17"
410,90,2,"2006-02-15 05:09:17"
411,91,1,"2006-02-15 05:09:17"
412,91,1,"2006-02-15 05:09:17"
413,91,1,"2006-02-15 05:09:17"
414,91,1,"2006-02-15 05:09:17"
415,91,2,"2006-02-15 05:09:17"
416,91,2,"2006-02-15 05:09:17"
417,91,2,"2006-02-15 05:09:17"
418,91,2,"2006-02-15 05:09:17"
419,92,1,"2006-02-15 05:09:17"
420,92,1,"2006-02-15 05:09:17"
421,92,2,"2006-02-15 05:09:17"
422,92,2,"2006-02-15 05:09:17"
423,93,2,"2006-02-15 05:09:17"
424,93,2,"2006-02-15 05:09:17"
425,93,2,"2006-02-15 05:09:17"
426,94,1,"2006-02-15 05:09:17"
427,94,1,"2006-02-15 05:09:17"
428,95,1,"2006-02-15 05:09:17"
429,95,1,"2006-02-15 05:09:17"
430,95,2,"2006-02-15 05:09:17"
431,95,2,"2006-02-15 05:09:17"
432,95,2,"2006-02-15 05:09:17"
433,96,1,"2006-02-15 05:09:17"
434,96,1,"2006-02-15 05:09:17"
435,96,1,"2006-02-15 05:09:17"
436,97,1,"2006-02-15 05:09:17"
437,97,1,"2006-02-15 05:09:17"
438,97,1,"2006-02-15 05:09:17"
439,97,1,"2006-02-15 05:09:17"
440,97,2,"2006-02-15 05:09:17"
441,97,2,"2006-02-15 05:09:17"
442,98,1,"2006-02-15 05:09:17"
443,98,1,"2006-02-15 05:09:17"
444,98,1,"2006-02-15 05:09:17"
445,99,1,"2006-02-15 05:09:17"
446,99,1,"2006-02-15 05:09:17"
447,99,1,"2006-02-15 05:09:17"
448,99,2,"2006-02-15 05:09:17"
449,99,2,"2006-02-15 05:09:17"
450,99,2,"2006-02-15 05:09:17"
451,100,1,"2006-02-15 05:09:17"
452,100,1,"2006-02-15 05:09:17"
453,100,1,"2006-02-15 05:09:17"
454,100,1,"2006-02-15 05:09:17"
455,100,2,"2006-02-15 05:09:17"
456,100,2,"2006-02-15 05:09:17"
457,101,1,"2006-02-15 05:09:17"
458,101,1,"2006-02-15 05:09:17"
459,101,1,"2006-02-15 05:09:17"
460,101,1,"2006-02-15 05:09:17"
461,101,2,"2006-02-15 05:09:17"
462,101,2,"2006-02-15 05:09:17"
463,102,2,"2006-02-15 05:09:17"
464,102,2,"2006-02-15 05:09:17"
465,103,1,"2006-02-15 05:09:17"
466,103,1,"2006-02-15 05:09:17"
467,103,1,"2006-02-15 05:09:17"
468,103,1,"2006-02-15 05:09:17"
469,103,2,"2006-02-15 05:09:17"
470,103,2,"2006-02-15 05:09:17"
471,103,2,"2006-02-15 05:09:17"
472,103,2,"2006-02-15 05:09:17"
473,104,2,"2006-02-15 05:09:17"
474,104,2,"2006-02-15 05:09:17"
475,104,2,"2006-02-15 05:09:17"
476,105,1,"2006-02-15 05:09:17"
477,105,1,"2006-02-15 05:09:17"
478,105,2,"2006-02-15 05:09:17"
479,105,2,"2006-02-15 05:09:17"
480,105,2,"2006-02-15 05:09:17"
481,106,1,"2006-02-15 05:09:17"
482,106,1,"2006-02-15 05:09:17"
483,107,2,"2006-02-15 05:09:17"
484,107,2,"2006-02-15 05:09:17"
485,109,1,"2006-02-15 05:09:17"
486,109,1,"2006-02-15 05:09:17"
487,109,1,"2006-02-15 05:09:17"
488,109,1,"2006-02-15 05:09:17"
489,109,2,"2006-02-15 05:09:17"
490,109,2,"2006-02-15 05:09:17"
491,109,2,"2006-02-15 05:09:17"
492,109,2,"2006-02-15 05:09:17"
493,110,1,"2006-02-15 05:09:17"
494,110,1,"2006-02-15 05:09:17"
495,110,1,"2006-02-15 05:09:17"
496,110,1,"2006-02-15 05:09:17"
497,111,2,"2006-02-15 05:09:17"
498,111,2,"2006-02-15 05:09:17"
499,111,2,"2006-02-15 05:09:17"
500,111,2,"2006-02-15 05:09:17"
501,112,1,"2006-02-15 05:09:17"
502,112,1,"2006-02-15 05:09:17"
503,112,1,"2006-02-15 05:09:17"
504,112,1,"2006-02-15 05:09:17"
505,112,2,"2006-02-15 05:09:17"
506,112,2,"2006-02-15 05:09:17"
507,112,2,"2006-02-15 05:09:17"
508,113,2,"2006-02-15 05:09:17"
509,113,2,"2006-02-15 05:09:17"
510,113,2,"2006-02-15 05:09:17"
511,113,2,"2006-02-15 05:09:17"
512,114,1,"2006-02-15 05:09:17"
513,114,1,"2006-02-15 05:09:17"
514,114,1,"2006-02-15 05:09:17"
515,114,1,"2006-02-15 05:09:17"
516,114,2,"2006-02-15 05:09:17"
517,114,2,"2006-02-15 05:09:17"
518,114,2,"2006-02-15 05:09:17"
519,115,1,"2006-02-15 05:09:17"
520,115,1,"2006-02-15 05:09:17"
521,115,1,"2006-02-15 05:09:17"
522,115,2,"2006-02-15 05:09:17"
523,115,2,"2006-02-15 05:09:17"
524,115,2,"2006-02-15 05:09:17"
525,115,2,"2006-02-15 05:09:17"
526,116,1,"2006-02-15 05:09:17"
527,116,1,"2006-02-15 05:09:17"
528,116,2,"2006-02-15 05:09:17"
529,116,2,"2006-02-15 05:09:17"
530,116,2,"2006-02-15 05:09:17"
531,116,2,"2006-02-15 05:09:17"
532,117,1,"2006-02-15 05:09:17"
533,117,1,"2006-02-15 05:09:17"
534,117,1,"2006-02-15 05:09:17"
535,117,1,"2006-02-15 05:09:17"
536,117,2,"2006-02-15 05:09:17"
537,117,2,"2006-02-15 05:09:17"
538,118,1,"2006-02-15 05:09:17"
539,118,1,"2006-02-15 05:09:17"
540,118,1,"2006-02-15 05:09:17"
541,118,1,"2006-02-15 05:09:17"
542,118,2,"2006-02-15 05:09:17"
543,118,2,"2006-02-15 05:09:17"
544,119,1,"2006-02-15 05:09:17"
545,119,1,"2006-02-15 05:09:17"
546,119,1,"2006-02-15 05:09:17"
547,119,2,"2006-02-15 05:09:17"
548,119,2,"2006-02-15 05:09:17"
549,119,2,"2006-02-15 05:09:17"
550,119,2,"2006-02-15 05:09:17"
551,120,1,"2006-02-15 05:09:17"
552,120,1,"2006-02-15 05:09:17"
553,120,1,"2006-02-15 05:09:17"
554,121,1,"2006-02-15 05:09:17"
555,121,1,"2006-02-15 05:09:17"
556,121,1,"2006-02-15 05:09:17"
557,121,2,"2006-02-15 05:09:17"
558,121,2,"2006-02-15 05:09:17"
559,121,2,"2006-02-15 05:09:17"
560,122,1,"2006-02-15 05:09:17"
561,122,1,"2006-02-15 05:09:17"
562,122,1,"2006-02-15 05:09:17"
563,122,1,"2006-02-15 05:09:17"
564,122,2,"2006-02-15 05:09:17"
565,122,2,"2006-02-15 05:09:17"
566,122,2,"2006-02-15 05:09:17"
567,123,1,"2006-02-15 05:09:17"
568,123,1,"2006-02-15 05:09:17"
569,123,2,"2006-02-15 05:09:17"
570,123,2,"2006-02-15 05:09:17"
571,123,2,"2006-02-15 05:09:17"
572,124,2,"2006-02-15 05:09:17"
573,124,2,"2006-02-15 05:09:17"
574,124,2,"2006-02-15 05:09:17"
575,125,2,"2006-02-15 05:09:17"
576,125,2,"2006-02-15 05:09:17"
577,126,2,"2006-02-15 05:09:17"
578,126,2,"2006-02-15 05:09:17"
579,126,2,"2006-02-15 05:09:17"
580,127,1,"2006-02-15 05:09:17"
581,127,1,"2006-02-15 05:09:17"
582,127,1,"2006-02-15 05:09:17"
583,127,1,"2006-02-15 05:09:17"
584,127,2,"2006-02-15 05:09:17"
585,127,2,"2006-02-15 05:09:17"
586,127,2,"2006-02-15 05:09:17"
587,127,2,"2006-02-15 05:09:17"
588,129,1,"2006-02-15 05:09:17"
589,129,1,"2006-02-15 05:09:17"
590,129,1,"2006-02-15 05:09:17"
591,129,2,"2006-02-15 05:09:17"
592,129,2,"2006-02-15 05:09:17"
593,129,2,"2006-02-15 05:09:17"
594,130,1,"2006-02-15 05:09:17"
595,130,1,"2006-02-15 05:09:17"
596,130,2,"2006-02-15 05:09:17"
597,130,2,"2006-02-15 05:09:17"
598,130,2,"2006-02-15 05:09:17"
599,130,2,"2006-02-15 05:09:17"
600,131,1,"2006-02-15 05:09:17"
601,131,1,"2006-02-15 05:09:17"
602,131,1,"2006-02-15 05:09:17"
603,131,1,"2006-02-15 05:09:17"
604,131,2,"2006-02-15 05:09:17"
605,131,2,"2006-02-15 05:09:17"
606,132,1,"2006-02-15 05:09:17"
607,132,1,"2006-02-15 05:09:17"
608,132,1,"2006-02-15 05:09:17"
609,132,1,"2006-02-15 05:09:17"
610,132,2,"2006-02-15 05:09:17"
611,132,2,"2006-02-15 05:09:17"
612,133,1,"2006-02-15 05:09:17"
613,133,1,"2006-02-15 05:09:17"
614,133,2,"2006-02-15 05:09:17"
615,133,2,"2006-02-15 05:09:17"
616,134,2,"2006-02-15 05:09:17"
617,134,2,"2006-02-15 05:09:17"
618,134,2,"2006-02-15 05:09:17"
619,135,1,"2006-02-15 05:09:17"
620,135,1,"2006-02-15 05:09:17"
621,135,1,"2006-02-15 05:09:17"
622,135,2,"2006-02-15 05:09:17"
623,135,2,"2006-02-15 05:09:17"
624,135,2,"2006-02-15 05:09:17"
625,135,2,"2006-02-15 05:09:17"
626,136,1,"2006-02-15 05:09:17"
627,136,1,"2006-02-15 05:09:17"
628,136,1,"2006-02-15 05:09:17"
629,137,2,"2006-02-15 05:09:17"
630,137,2,"2006-02-15 05:09:17"
631,137,2,"2006-02-15 05:09:17"
632,137,2,"2006-02-15 05:09:17"
633,138,1,"2006-02-15 05:09:17"
634,138,1,"2006-02-15 05:09:17"
635,138,2,"2006-02-15 05:09:17"
636,138,2,"2006-02-15 05:09:17"
637,138,2,"2006-02-15 05:09:17"
638,139,1,"2006-02-15 05:09:17"
639,139,1,"2006-02-15 05:09:17"
640,139,1,"2006-02-15 05:09:17"
641,139,1,"2006-02-15 05:09:17"
642,139,2,"2006-02-15 05:09:17"
643,139,2,"2006-02-15 05:09:17"
644,140,1,"2006-02-15 05:09:17"
645,140,1,"2006-02-15 05:09:17"
646,140,2,"2006-02-15 05:09:17"
647,140,2,"2006-02-15 05:09:17"
648,140,2,"2006-02-15 05:09:17"
649,141,1,"2006-02-15 05:09:17"
650,141,1,"2006-02-15 05:09:17"
651,141,1,"2006-02-15 05:09:17"
652,141,2,"2006-02-15 05:09:17"
653,141,2,"2006-02-15 05:09:17"
654,142,1,"2006-02-15 05:09:17"
655,142,1,"2006-02-15 05:09:17"
656,142,1,"2006-02-15 05:09:17"
657,142,2,"2006-02-15 05:09:17"
658,142,2,"2006-02-15 05:09:17"
659,143,1,"2006-02-15 05:09:17"
660,143,1,"2006-02-15 05:09:17"
661,143,1,"2006-02-15 05:09:17"
662,143,1,"2006-02-15 05:09:17"
663,143,2,"2006-02-15 05:09:17"
664,143,2,"2006-02-15 05:09:17"
