actor_id,film_id,last_update
6,605,"2006-02-15 05:05:03"
6,692,"2006-02-15 05:05:03"
6,826,"2006-02-15 05:05:03"
6,892,"2006-02-15 05:05:03"
6,902,"2006-02-15 05:05:03"
6,994,"2006-02-15 05:05:03"
7,25,"2006-02-15 05:05:03"
7,27,"2006-02-15 05:05:03"
7,35,"2006-02-15 05:05:03"
7,67,"2006-02-15 05:05:03"
7,96,"2006-02-15 05:05:03"
7,170,"2006-02-15 05:05:03"
7,173,"2006-02-15 05:05:03"
7,217,"2006-02-15 05:05:03"
7,218,"2006-02-15 05:05:03"
7,225,"2006-02-15 05:05:03"
7,292,"2006-02-15 05:05:03"
7,351,"2006-02-15 05:05:03"
7,414,"2006-02-15 05:05:03"
7,463,"2006-02-15 05:05:03"
7,554,"2006-02-15 05:05:03"
7,618,"2006-02-15 05:05:03"
7,633,"2006-02-15 05:05:03"
7,637,"2006-02-15 05:05:03"
7,691,"2006-02-15 05:05:03"
7,758,"2006-02-15 05:05:03"
7,766,"2006-02-15 05:05:03"
7,770,"2006-02-15 05:05:03"
7,805,"2006-02-15 05:05:03"
7,806,"2006-02-15 05:05:03"
7,846,"2006-02-15 05:05:03"
7,900,"2006-02-15 05:05:03"
7,901,"2006-02-15 05:05:03"
7,910,"2006-02-15 05:05:03"
7,957,"2006-02-15 05:05:03"
7,959,"2006-02-15 05:05:03"
8,47,"2006-02-15 05:05:03"
8,115,"2006-02-15 05:05:03"
8,158,"2006-02-15 05:05:03"
8,179,"2006-02-15 05:05:03"
8,195,"2006-02-15 05:05:03"
8,205,"2006-02-15 05:05:03"
8,255,"2006-02-15 05:05:03"
8,263,"2006-02-15 05:05:03"
8,321,"2006-02-15 05:05:03"
8,396,"2006-02-15 05:05:03"
8,458,"2006-02-15 05:05:03"
8,523,"2006-02-15 05:05:03"
8,532,"2006-02-15 05:05:03"
8,554,"2006-02-15 05:05:03"
8,752,"2006-02-15 05:05:03"
8,769,"2006-02-15 05:05:03"
8,771,"2006-02-15 05:05:03"
8,859,"2006-02-15 05:05:03"
8,895,"2006-02-15 05:05:03"
8,936,"2006-02-15 05:05:03"
9,30,"2006-02-15 05:05:03"
9,74,"2006-02-15 05:05:03"
9,147,"2006-02-15 05:05:03"
9,148,"2006-02-15 05:05:03"
9,191,"2006-02-15 05:05:03"
9,200,"2006-02-15 05:05:03"
9,204,"2006-02-15 05:05:03"
9,434,"2006-02-15 05:05:03"
9,510,"2006-02-15 05:05:03"
9,514,"2006-02-15 05:05:03"
9,552,"2006-02-15 05:05:03"
9,650,"2006-02-15 05:05:03"
9,671,"2006-02-15 05:05:03"
9,697,"2006-02-15 05:05:03"
9,722,"2006-02-15 05:05:03"
9,752,"2006-02-15 05:05:03"
9,811,"2006-02-15 05:05:03"
9,815,"2006-02-15 05:05:03"
9,865,"2006-02-15 05:05:03"
9,873,"2006-02-15 05:05:03"
9,889,"2006-02-15 05:05:03"
9,903,"2006-02-15 05:05:03"
9,926,"2006-02-15 05:05:03"
9,964,"2006-02-15 05:05:03"
9,974,"2006-02-15 05:05:03"
10,1,"2006-02-15 05:05:03"
10,9,"2006-02-15 05:05:03"
10,191,"2006-02-15 05:05:03"
10,236,"2006-02-15 05:05:03"
10,251,"2006-02-15 05:05:03"
10,366,"2006-02-15 05:05:03"
10,477,"2006-02-15 05:05:03"
10,480,"2006-02-15 05:05:03"
10,522,"2006-02-15 05:05:03"
10,530,"2006-02-15 05:05:03"
10,587,"2006-02-15 05:05:03"
10,694,"2006-02-15 05:05:03"
10,703,"2006-02-15 05:05:03"
10,716,"2006-02-15 05:05:03"
10,782,"2006-02-15 05:05:03"
10,914,"2006-02-15 05:05:03"
10,929,"2006-02-15 05:05:03"
10,930,"2006-02-15 05:05:03"
10,964,"2006-02-15 05:05:03"
10,966,"2006-02-15 05:05:03"
10,980,"2006-02-15 05:05:03"
10,983,"2006-02-15 05:05:03"
11,118,"2006-02-15 05:05:03"
11,205,"2006-02-15 05:05:03"
11,281,"2006-02-15 05:05:03"
11,283,"2006-02-15 05:05:03"
11,348,"2006-02-15 05:05:03"
11,364,"2006-02-15 05:05:03"
11,395,"2006-02-15 05:05:03"
11,429,"2006-02-15 05:05:03"
11,433,"2006-02-15 05:05:03"
11,453,"2006-02-15 05:05:03"
11,485,"2006-02-15 05:05:03"
11,532,"2006-02-15 05:05:03"
11,567,"2006-02-15 05:05:03"
11,587,"2006-02-15 05:05:03"
11,597,"2006-02-15 05:05:03"
11,636,"2006-02-15 05:05:03"
11,709,"2006-02-15 05:05:03"
11,850,"2006-02-15 05:05:03"
11,854,"2006-02-15 05:05:03"
11,888,"2006-02-15 05:05:03"
11,896,"2006-02-15 05:05:03"
11,928,"2006-02-15 05:05:03"
11,938,"2006-02-15 05:05:03"
11,969,"2006-02-15 05:05:03"
11,988,"2006-02-15 05:05:03"
12,16,"2006-02-15 05:05:03"
12,17,"2006-02-15 05:05:03"
12,34,"2006-02-15 05:05:03"
12,37,"2006-02-15 05:05:03"
12,91,"2006-02-15 05:05:03"
12,92,"2006-02-15 05:05:03"
12,107,"2006-02-15 05:05:03"
12,155,"2006-02-15 05:05:03"
12,177,"2006-02-15 05:05:03"
12,208,"2006-02-15 05:05:03"
12,213,"2006-02-15 05:05:03"
12,216,"2006-02-15 05:05:03"
12,243,"2006-02-15 05:05:03"
12,344,"2006-02-15 05:05:03"
12,400,"2006-02-15 05:05:03"
12,416,"2006-02-15 05:05:03"
12,420,"2006-02-15 05:05:03"
12,457,"2006-02-15 05:05:03"
12,513,"2006-02-15 05:05:03"
12,540,"2006-02-15 05:05:03"
12,593,"2006-02-15 05:05:03"
12,631,"2006-02-15 05:05:03"
12,635,"2006-02-15 05:05:03"
12,672,"2006-02-15 05:05:03"
12,716,"2006-02-15 05:05:03"
12,728,"2006-02-15 05:05:03"
12,812,"2006-02-15 05:05:03"
12,838,"2006-02-15 05:05:03"
12,871,"2006-02-15 05:05:03"
12,880,"2006-02-15 05:05:03"
12,945,"2006-02-15 05:05:03"
13,17,"2006-02-15 05:05:03"
13,29,"2006-02-15 05:05:03"
13,45,"2006-02-15 05:05:03"
13,87,"2006-02-15 05:05:03"
13,110,"2006-02-15 05:05:03"
13,144,"2006-02-15 05:05:03"
13,154,"2006-02-15 05:05:03"
13,162,"2006-02-15 05:05:03"
13,203,"2006-02-15 05:05:03"
13,254,"2006-02-15 05:05:03"
13,337,"2006-02-15 05:05:03"
13,346,"2006-02-15 05:05:03"
13,381,"2006-02-15 05:05:03"
13,385,"2006-02-15 05:05:03"
13,427,"2006-02-15 05:05:03"
13,456,"2006-02-15 05:05:03"
13,513,"2006-02-15 05:05:03"
13,515,"2006-02-15 05:05:03"
13,522,"2006-02-15 05:05:03"
13,524,"2006-02-15 05:05:03"
13,528,"2006-02-15 05:05:03"
13,571,"2006-02-15 05:05:03"
13,588,"2006-02-15 05:05:03"
13,597,"2006-02-15 05:05:03"
13,600,"2006-02-15 05:05:03"
13,718,"2006-02-15 05:05:03"
13,729,"2006-02-15 05:05:03"
13,816,"2006-02-15 05:05:03"
13,817,"2006-02-15 05:05:03"
13,832,"2006-02-15 05:05:03"
13,833,"2006-02-15 05:05:03"
13,843,"2006-02-15 05:05:03"
13,897,"2006-02-15 05:05:03"
13,966,"2006-02-15 05:05:03"
13,998,"2006-02-15 05:05:03"
14,154,"2006-02-15 05:05:03"
14,187,"2006-02-15 05:05:03"
14,232,"2006-02-15 05:05:03"
14,241,"2006-02-15 05:05:03"
14,253,"2006-02-15 05:05:03"
14,255,"2006-02-15 05:05:03"
14,258,"2006-02-15 05:05:03"
14,284,"2006-02-15 05:05:03"
14,292,"2006-02-15 05:05:03"
14,370,"2006-02-15 05:05:03"
14,415,"2006-02-15 05:05:03"
14,417,"2006-02-15 05:05:03"
14,418,"2006-02-15 05:05:03"
14,454,"2006-02-15 05:05:03"
14,472,"2006-02-15 05:05:03"
14,475,"2006-02-15 05:05:03"
14,495,"2006-02-15 05:05:03"
14,536,"2006-02-15 05:05:03"
14,537,"2006-02-15 05:05:03"
14,612,"2006-02-15 05:05:03"
14,688,"2006-02-15 05:05:03"
14,759,"2006-02-15 05:05:03"
14,764,"2006-02-15 05:05:03"
14,847,"2006-02-15 05:05:03"
14,856,"2006-02-15 05:05:03"
14,890,"2006-02-15 05:05:03"
14,908,"2006-02-15 05:05:03"
14,919,"2006-02-15 05:05:03"
14,948,"2006-02-15 05:05:03"
14,970,"2006-02-15 05:05:03"
15,31,"2006-02-15 05:05:03"
15,89,"2006-02-15 05:05:03"
15,91,"2006-02-15 05:05:03"
15,108,"2006-02-15 05:05:03"
15,125,"2006-02-15 05:05:03"
15,236,"2006-02-15 05:05:03"
15,275,"2006-02-15 05:05:03"
15,280,"2006-02-15 05:05:03"
15,326,"2006-02-15 05:05:03"
15,342,"2006-02-15 05:05:03"
15,414,"2006-02-15 05:05:03"
15,445,"2006-02-15 05:05:03"
15,500,"2006-02-15 05:05:03"
15,502,"2006-02-15 05:05:03"
15,541,"2006-02-15 05:05:03"
15,553,"2006-02-15 05:05:03"
15,594,"2006-02-15 05:05:03"
15,626,"2006-02-15 05:05:03"
15,635,"2006-02-15 05:05:03"
15,745,"2006-02-15 05:05:03"
15,783,"2006-02-15 05:05:03"
15,795,"2006-02-15 05:05:03"
15,817,"2006-02-15 05:05:03"
15,886,"2006-02-15 05:05:03"
15,924,"2006-02-15 05:05:03"
15,949,"2006-02-15 05:05:03"
15,968,"2006-02-15 05:05:03"
15,985,"2006-02-15 05:05:03"
16,80,"2006-02-15 05:05:03"
16,87,"2006-02-15 05:05:03"
16,101,"2006-02-15 05:05:03"
16,121,"2006-02-15 05:05:03"
16,155,"2006-02-15 05:05:03"
16,177,"2006-02-15 05:05:03"
16,218,"2006-02-15 05:05:03"
16,221,"2006-02-15 05:05:03"
16,267,"2006-02-15 05:05:03"
16,269,"2006-02-15 05:05:03"
16,271,"2006-02-15 05:05:03"
16,280,"2006-02-15 05:05:03"
16,287,"2006-02-15 05:05:03"
16,345,"2006-02-15 05:05:03"
16,438,"2006-02-15 05:05:03"
16,453,"2006-02-15 05:05:03"
16,455,"2006-02-15 05:05:03"
16,456,"2006-02-15 05:05:03"
16,503,"2006-02-15 05:05:03"
16,548,"2006-02-15 05:05:03"
16,582,"2006-02-15 05:05:03"
16,583,"2006-02-15 05:05:03"
16,717,"2006-02-15 05:05:03"
16,758,"2006-02-15 05:05:03"
16,779,"2006-02-15 05:05:03"
16,886,"2006-02-15 05:05:03"
16,967,"2006-02-15 05:05:03"
17,96,"2006-02-15 05:05:03"
17,119,"2006-02-15 05:05:03"
17,124,"2006-02-15 05:05:03"
17,127,"2006-02-15 05:05:03"
17,154,"2006-02-15 05:05:03"
17,199,"2006-02-15 05:05:03"
17,201,"2006-02-15 05:05:03"
17,236,"2006-02-15 05:05:03"
17,280,"2006-02-15 05:05:03"
17,310,"2006-02-15 05:05:03"
17,313,"2006-02-15 05:05:03"
17,378,"2006-02-15 05:05:03"
17,457,"2006-02-15 05:05:03"
17,469,"2006-02-15 05:05:03"
17,478,"2006-02-15 05:05:03"
17,500,"2006-02-15 05:05:03"
17,515,"2006-02-15 05:05:03"
17,521,"2006-02-15 05:05:03"
17,573,"2006-02-15 05:05:03"
17,603,"2006-02-15 05:05:03"
17,606,"2006-02-15 05:05:03"
17,734,"2006-02-15 05:05:03"
17,770,"2006-02-15 05:05:03"
17,794,"2006-02-15 05:05:03"
17,800,"2006-02-15 05:05:03"
17,853,"2006-02-15 05:05:03"
17,873,"2006-02-15 05:05:03"
17,874,"2006-02-15 05:05:03"
17,880,"2006-02-15 05:05:03"
17,948,"2006-02-15 05:05:03"
17,957,"2006-02-15 05:05:03"
17,959,"2006-02-15 05:05:03"
18,44,"2006-02-15 05:05:03"
18,84,"2006-02-15 05:05:03"
18,144,"2006-02-15 05:05:03"
18,172,"2006-02-15 05:05:03"
18,268,"2006-02-15 05:05:03"
18,279,"2006-02-15 05:05:03"
18,280,"2006-02-15 05:05:03"
18,321,"2006-02-15 05:05:03"
18,386,"2006-02-15 05:05:03"
18,460,"2006-02-15 05:05:03"
18,462,"2006-02-15 05:05:03"
18,484,"2006-02-15 05:05:03"
18,536,"2006-02-15 05:05:03"
18,561,"2006-02-15 05:05:03"
18,612,"2006-02-15 05:05:03"
18,717,"2006-02-15 05:05:03"
18,808,"2006-02-15 05:05:03"
18,842,"2006-02-15 05:05:03"
18,863,"2006-02-15 05:05:03"
18,883,"2006-02-15 05:05:03"
18,917,"2006-02-15 05:05:03"
18,944,"2006-02-15 05:05:03"
19,2,"2006-02-15 05:05:03"
19,3,"2006-02-15 05:05:03"
19,144,"2006-02-15 05:05:03"
19,152,"2006-02-15 05:05:03"
19,182,"2006-02-15 05:05:03"
19,208,"2006-02-15 05:05:03"
19,212,"2006-02-15 05:05:03"
19,217,"2006-02-15 05:05:03"
19,266,"2006-02-15 05:05:03"
19,404,"2006-02-15 05:05:03"
19,428,"2006-02-15 05:05:03"
19,473,"2006-02-15 05:05:03"
19,490,"2006-02-15 05:05:03"
19,510,"2006-02-15 05:05:03"
19,513,"2006-02-15 05:05:03"
19,644,"2006-02-15 05:05:03"
19,670,"2006-02-15 05:05:03"
19,673,"2006-02-15 05:05:03"
19,711,"2006-02-15 05:05:03"
19,750,"2006-02-15 05:05:03"
19,752,"2006-02-15 05:05:03"
19,756,"2006-02-15 05:05:03"
19,771,"2006-02-15 05:05:03"
19,785,"2006-02-15 05:05:03"
19,877,"2006-02-15 05:05:03"
20,1,"2006-02-15 05:05:03"
20,54,"2006-02-15 05:05:03"
20,63,"2006-02-15 05:05:03"
20,140,"2006-02-15 05:05:03"
20,146,"2006-02-15 05:05:03"
20,165,"2006-02-15 05:05:03"
20,231,"2006-02-15 05:05:03"
20,243,"2006-02-15 05:05:03"
20,269,"2006-02-15 05:05:03"
20,274,"2006-02-15 05:05:03"
20,348,"2006-02-15 05:05:03"
20,366,"2006-02-15 05:05:03"
20,445,"2006-02-15 05:05:03"
20,478,"2006-02-15 05:05:03"
20,492,"2006-02-15 05:05:03"
20,499,"2006-02-15 05:05:03"
20,527,"2006-02-15 05:05:03"
20,531,"2006-02-15 05:05:03"
20,538,"2006-02-15 05:05:03"
20,589,"2006-02-15 05:05:03"
20,643,"2006-02-15 05:05:03"
20,652,"2006-02-15 05:05:03"
20,663,"2006-02-15 05:05:03"
20,714,"2006-02-15 05:05:03"
20,717,"2006-02-15 05:05:03"
20,757,"2006-02-15 05:05:03"
20,784,"2006-02-15 05:05:03"
20,863,"2006-02-15 05:05:03"
20,962,"2006-02-15 05:05:03"
20,977,"2006-02-15 05:05:03"
21,6,"2006-02-15 05:05:03"
21,87,"2006-02-15 05:05:03"
21,88,"2006-02-15 05:05:03"
21,142,"2006-02-15 05:05:03"
21,159,"2006-02-15 05:05:03"
21,179,"2006-02-15 05:05:03"
21,253,"2006-02-15 05:05:03"
21,281,"2006-02-15 05:05:03"
21,321,"2006-02-15 05:05:03"
21,398,"2006-02-15 05:05:03"
21,426,"2006-02-15 05:05:03"
21,429,"2006-02-15 05:05:03"
21,497,"2006-02-15 05:05:03"
21,507,"2006-02-15 05:05:03"
21,530,"2006-02-15 05:05:03"
21,680,"2006-02-15 05:05:03"
21,686,"2006-02-15 05:05:03"
21,700,"2006-02-15 05:05:03"
21,702,"2006-02-15 05:05:03"
21,733,"2006-02-15 05:05:03"
21,734,"2006-02-15 05:05:03"
21,798,"2006-02-15 05:05:03"
21,804,"2006-02-15 05:05:03"
21,887,"2006-02-15 05:05:03"
21,893,"2006-02-15 05:05:03"
21,920,"2006-02-15 05:05:03"
21,983,"2006-02-15 05:05:03"
22,9,"2006-02-15 05:05:03"
22,23,"2006-02-15 05:05:03"
22,56,"2006-02-15 05:05:03"
22,89,"2006-02-15 05:05:03"
22,111,"2006-02-15 05:05:03"
22,146,"2006-02-15 05:05:03"
22,291,"2006-02-15 05:05:03"
22,294,"2006-02-15 05:05:03"
22,349,"2006-02-15 05:05:03"
22,369,"2006-02-15 05:05:03"
22,418,"2006-02-15 05:05:03"
22,430,"2006-02-15 05:05:03"
22,483,"2006-02-15 05:05:03"
22,491,"2006-02-15 05:05:03"
22,495,"2006-02-15 05:05:03"
22,536,"2006-02-15 05:05:03"
22,600,"2006-02-15 05:05:03"
22,634,"2006-02-15 05:05:03"
22,648,"2006-02-15 05:05:03"
22,688,"2006-02-15 05:05:03"
22,731,"2006-02-15 05:05:03"
22,742,"2006-02-15 05:05:03"
22,775,"2006-02-15 05:05:03"
22,802,"2006-02-15 05:05:03"
22,912,"2006-02-15 05:05:03"
22,964,"2006-02-15 05:05:03"
23,6,"2006-02-15 05:05:03"
23,42,"2006-02-15 05:05:03"
23,78,"2006-02-15 05:05:03"
23,105,"2006-02-15 05:05:03"
23,116,"2006-02-15 05:05:03"
23,117,"2006-02-15 05:05:03"
23,125,"2006-02-15 05:05:03"
23,212,"2006-02-15 05:05:03"
23,226,"2006-02-15 05:05:03"
23,235,"2006-02-15 05:05:03"
23,254,"2006-02-15 05:05:03"
23,367,"2006-02-15 05:05:03"
23,370,"2006-02-15 05:05:03"
23,414,"2006-02-15 05:05:03"
23,419,"2006-02-15 05:05:03"
23,435,"2006-02-15 05:05:03"
23,449,"2006-02-15 05:05:03"
23,491,"2006-02-15 05:05:03"
23,536,"2006-02-15 05:05:03"
23,549,"2006-02-15 05:05:03"
23,636,"2006-02-15 05:05:03"
23,649,"2006-02-15 05:05:03"
23,673,"2006-02-15 05:05:03"
23,691,"2006-02-15 05:05:03"
23,766,"2006-02-15 05:05:03"
23,782,"2006-02-15 05:05:03"
23,804,"2006-02-15 05:05:03"
23,820,"2006-02-15 05:05:03"
23,826,"2006-02-15 05:05:03"
23,833,"2006-02-15 05:05:03"
23,842,"2006-02-15 05:05:03"
23,853,"2006-02-15 05:05:03"
23,855,"2006-02-15 05:05:03"
23,856,"2006-02-15 05:05:03"
23,935,"2006-02-15 05:05:03"
23,981,"2006-02-15 05:05:03"
23,997,"2006-02-15 05:05:03"
24,3,"2006-02-15 05:05:03"
24,83,"2006-02-15 05:05:03"
24,112,"2006-02-15 05:05:03"
24,126,"2006-02-15 05:05:03"
24,148,"2006-02-15 05:05:03"
24,164,"2006-02-15 05:05:03"
24,178,"2006-02-15 05:05:03"
24,194,"2006-02-15 05:05:03"
24,199,"2006-02-15 05:05:03"
24,242,"2006-02-15 05:05:03"
24,256,"2006-02-15 05:05:03"
24,277,"2006-02-15 05:05:03"
24,335,"2006-02-15 05:05:03"
24,405,"2006-02-15 05:05:03"
24,463,"2006-02-15 05:05:03"
24,515,"2006-02-15 05:05:03"
24,585,"2006-02-15 05:05:03"
24,603,"2006-02-15 05:05:03"
24,653,"2006-02-15 05:05:03"
24,704,"2006-02-15 05:05:03"
24,781,"2006-02-15 05:05:03"
24,829,"2006-02-15 05:05:03"
24,832,"2006-02-15 05:05:03"
24,969,"2006-02-15 05:05:03"
25,21,"2006-02-15 05:05:03"
25,86,"2006-02-15 05:05:03"
25,153,"2006-02-15 05:05:03"
25,179,"2006-02-15 05:05:03"
25,204,"2006-02-15 05:05:03"
25,213,"2006-02-15 05:05:03"
25,226,"2006-02-15 05:05:03"
25,245,"2006-02-15 05:05:03"
25,311,"2006-02-15 05:05:03"
25,404,"2006-02-15 05:05:03"
25,411,"2006-02-15 05:05:03"
25,420,"2006-02-15 05:05:03"
25,538,"2006-02-15 05:05:03"
25,564,"2006-02-15 05:05:03"
25,583,"2006-02-15 05:05:03"
25,606,"2006-02-15 05:05:03"
25,688,"2006-02-15 05:05:03"
25,697,"2006-02-15 05:05:03"
25,755,"2006-02-15 05:05:03"
25,871,"2006-02-15 05:05:03"
25,914,"2006-02-15 05:05:03"
26,9,"2006-02-15 05:05:03"
26,21,"2006-02-15 05:05:03"
26,34,"2006-02-15 05:05:03"
26,90,"2006-02-15 05:05:03"
26,93,"2006-02-15 05:05:03"
26,103,"2006-02-15 05:05:03"
26,147,"2006-02-15 05:05:03"
26,186,"2006-02-15 05:05:03"
26,201,"2006-02-15 05:05:03"
26,225,"2006-02-15 05:05:03"
26,241,"2006-02-15 05:05:03"
26,327,"2006-02-15 05:05:03"
26,329,"2006-02-15 05:05:03"
26,340,"2006-02-15 05:05:03"
26,345,"2006-02-15 05:05:03"
26,390,"2006-02-15 05:05:03"
26,392,"2006-02-15 05:05:03"
26,529,"2006-02-15 05:05:03"
26,544,"2006-02-15 05:05:03"
26,564,"2006-02-15 05:05:03"
26,635,"2006-02-15 05:05:03"
26,644,"2006-02-15 05:05:03"
26,682,"2006-02-15 05:05:03"
26,688,"2006-02-15 05:05:03"
26,715,"2006-02-15 05:05:03"
26,732,"2006-02-15 05:05:03"
26,758,"2006-02-15 05:05:03"
26,764,"2006-02-15 05:05:03"
26,795,"2006-02-15 05:05:03"
26,821,"2006-02-15 05:05:03"
26,885,"2006-02-15 05:05:03"
26,904,"2006-02-15 05:05:03"
26,906,"2006-02-15 05:05:03"
27,19,"2006-02-15 05:05:03"
27,34,"2006-02-15 05:05:03"
27,85,"2006-02-15 05:05:03"
27,150,"2006-02-15 05:05:03"
27,172,"2006-02-15 05:05:03"
27,273,"2006-02-15 05:05:03"
27,334,"2006-02-15 05:05:03"
27,347,"2006-02-15 05:05:03"
27,359,"2006-02-15 05:05:03"
27,398,"2006-02-15 05:05:03"
27,415,"2006-02-15 05:05:03"
27,462,"2006-02-15 05:05:03"
27,477,"2006-02-15 05:05:03"
27,500,"2006-02-15 05:05:03"
27,503,"2006-02-15 05:05:03"
27,540,"2006-02-15 05:05:03"
27,586,"2006-02-15 05:05:03"
27,593,"2006-02-15 05:05:03"
27,637,"2006-02-15 05:05:03"
27,679,"2006-02-15 05:05:03"
27,682,"2006-02-15 05:05:03"
27,695,"2006-02-15 05:05:03"
27,771,"2006-02-15 05:05:03"
27,805,"2006-02-15 05:05:03"
27,830,"2006-02-15 05:05:03"
27,854,"2006-02-15 05:05:03"
27,873,"2006-02-15 05:05:03"
27,880,"2006-02-15 05:05:03"
27,889,"2006-02-15 05:05:03"
27,904,"2006-02-15 05:05:03"
27,967,"2006-02-15 05:05:03"
27,986,"2006-02-15 05:05:03"
27,996,"2006-02-15 05:05:03"
28,14,"2006-02-15 05:05:03"
28,43,"2006-02-15 05:05:03"
28,58,"2006-02-15 05:05:03"
28,74,"2006-02-15 05:05:03"
28,96,"2006-02-15 05:05:03"
28,107,"2006-02-15 05:05:03"
28,259,"2006-02-15 05:05:03"
28,263,"2006-02-15 05:05:03"
28,287,"2006-02-15 05:05:03"
28,358,"2006-02-15 05:05:03"
28,502,"2006-02-15 05:05:03"
28,508,"2006-02-15 05:05:03"
28,532,"2006-02-15 05:05:03"
28,551,"2006-02-15 05:05:03"
28,574,"2006-02-15 05:05:03"
